1601819937370135470,1,4,2,3,0,0,0,0,0,0
1601819937482405347,1,4,2,3,0,0,0,0,0,0
1601819937594418445,1,4,2,3,0,0,0,0,0,0
1601819937706468634,1,4,2,3,0,0,0,0,0,0
1601819937818731619,1,4,2,3,0,0,0,0,0,0
1601819937930608936,1,4,2,3,0,0,0,0,0,0
1601819938042315822,1,4,2,3,0,0,0,0,0,0
1601819938154357634,1,4,2,3,0,0,0,0,0,0
1601819938265805007,1,4,2,3,0,0,0,0,0,0
1601819938378513430,1,4,2,3,0,0,0,0,0,0
1601819938490828625,1,4,2,3,0,0,0,0,0,0
1601819938602363727,1,4,2,3,0,0,0,0,0,0
1601819938714728079,1,4,2,3,0,0,0,0,0,0
1601819938826312245,1,4,2,3,0,0,0,0,0,0
1601819938938306101,1,4,2,3,0,0,0,0,0,0
1601819939050321345,1,4,2,3,0,0,0,0,0,0
1601819939162249881,1,4,2,3,0,0,0,0,0,0
1601819939274435435,1,4,2,3,0,0,0,0,0,0
1601819939385622019,1,4,2,3,0,0,0,0,0,0
1601819939497596923,1,4,2,3,0,0,0,0,0,0
1601819939609560283,1,4,2,3,0,0,0,0,0,0
1601819939721615479,1,4,2,3,0,0,0,0,0,0
1601819939833564573,1,4,2,3,0,0,0,0,0,0
1601819939945570109,1,4,2,3,0,0,0,0,0,0
1601819940057592510,1,4,2,3,0,0,0,0,0,0
1601819940169727634,1,4,2,3,0,0,0,0,0,0
1601819940281568921,1,4,2,3,0,0,0,0,0,0
1601819940393651383,1,4,2,3,0,0,0,0,0,0
1601819940505622890,1,4,2,3,0,0,0,0,0,0
1601819940618436919,1,4,2,3,0,0,0,0,0,0
1601819940730351906,1,4,2,3,0,0,0,0,0,0
1601819940842567753,1,4,2,3,0,0,0,0,0,0
1601819940954131834,1,4,2,3,0,0,0,0,0,0
1601819941066098532,1,4,2,3,0,0,0,0,0,0
1601819941178102567,1,4,2,3,0,0,0,0,0,0
1601819941290250358,1,4,2,3,0,0,0,0,0,0
1601819941402062688,1,4,2,3,0,0,0,0,0,0
1601819941514125473,1,4,2,3,0,0,0,0,0,0
1601819941626125521,1,4,2,3,0,0,0,0,0,0
1601819941802402981,1,4,2,3,0,0,0,0,0,0
1601819941916736253,1,4,2,3,0,0,0,0,0,0
1601819942026222304,1,4,2,3,0,0,0,0,0,0
1601819942138264863,1,4,2,3,0,0,0,0,0,0
1601819942250543748,1,4,2,3,0,-14,-16,7,-33,5
1601819942362594036,1,4,2,3,0,-55,-40,4,-80,-24
1601819942474194366,1,4,2,3,0,-55,-40,4,-80,-24
1601819942586239920,1,4,2,3,0,-109,-51,-26,-89,-109
1601819942698937993,1,4,2,3,0,-175,-58,-68,-88,-222
1601819942810277870,1,4,2,3,0,-175,-58,-68,-88,-222
1601819942922415857,1,4,2,3,0,-238,-65,-103,-93,-319
1601819943034362573,1,4,2,3,0,-302,-70,-136,-99,-416
1601819943146207048,1,4,2,3,0,-302,-70,-136,-99,-416
1601819943258268523,1,4,2,3,0,-368,-75,-170,-106,-513
1601819943370157384,1,4,2,3,0,-435,-78,-203,-113,-608
1601819943482439304,1,4,2,3,0,-435,-78,-203,-113,-608
1601819943594201351,1,4,2,3,0,-503,-81,-235,-121,-703
1601819943706182521,1,4,2,3,0,-572,-82,-266,-130,-796
1601819943818317910,1,4,2,3,0,-572,-82,-266,-130,-796
1601819943930895373,1,4,2,3,0,-642,-83,-298,-140,-889
1601819944042733742,1,4,2,3,0,-712,-83,-328,-150,-980
1601819944154311320,1,4,2,3,0,-712,-83,-328,-150,-980
1601819944266485931,1,4,2,3,0,-782,-83,-359,-161,-1070
1601819944378245662,1,4,2,3,0,-853,-82,-389,-174,-1159
1601819944490240713,1,4,2,3,0,-853,-82,-389,-174,-1159
1601819944602249612,1,4,2,3,0,-924,-81,-419,-186,-1247
1601819944714266493,1,4,2,3,0,-994,-80,-448,-200,-1333
1601819944826646596,1,4,2,3,0,-994,-80,-448,-200,-1333
1601819944938112620,1,4,2,3,0,-1065,-79,-478,-215,-1418
1601819945050205220,1,4,2,3,0,-1135,-77,-507,-231,-1502
1601819945162212024,1,4,2,3,0,-1135,-77,-507,-231,-1502
1601819945274142691,1,4,2,3,0,-1204,-75,-536,-247,-1584
1601819945386423632,1,4,2,3,0,-1273,-73,-565,-265,-1665
1601819945498146127,1,4,2,3,0,-1273,-73,-565,-265,-1665
1601819945610224956,1,4,2,3,0,-1341,-72,-594,-283,-1745
1601819945722182005,1,4,2,3,0,-1408,-70,-622,-302,-1822
1601819945834216362,1,4,2,3,0,-1408,-70,-622,-302,-1822
1601819945946144587,1,4,2,3,0,-1474,-69,-651,-322,-1899
1601819946058151306,1,4,2,3,0,-1539,-68,-679,-343,-1973
1601819946170270127,1,4,2,3,0,-1539,-68,-679,-343,-1973
1601819946282125901,1,4,2,3,0,-1603,-67,-708,-365,-2046
1601819946394468548,1,4,2,3,0,-1665,-67,-736,-387,-2116
1601819946506146557,1,4,2,3,0,-1665,-67,-736,-387,-2116
1601819946618070168,1,4,2,3,0,-1727,-67,-765,-411,-2185
1601819946730131462,1,4,2,3,0,-1786,-67,-793,-435,-2253
1601819946842327056,1,4,2,3,0,-1786,-67,-793,-435,-2253
1601819946954274359,1,4,2,3,0,-1844,-68,-821,-460,-2319
1601819947066095026,1,4,2,3,0,-1900,-69,-850,-486,-2382
1601819947178324788,1,4,2,3,0,-1900,-69,-850,-486,-2382
1601819947290007333,1,4,2,3,0,-1955,-70,-878,-512,-2444
1601819947402483607,1,4,2,3,0,-2007,-73,-907,-539,-2504
1601819947514277716,1,4,2,3,0,-2007,-73,-907,-539,-2504
1601819947626395087,1,4,2,3,0,-2057,-75,-935,-567,-2562
1601819947738121457,1,4,2,3,0,-2106,-79,-963,-596,-2618
1601819947850035089,1,4,2,3,0,-2106,-79,-963,-596,-2618
1601819947961544296,1,4,2,3,0,-2153,-83,-992,-625,-2673
1601819948074061332,1,4,2,3,0,-2198,-87,-1020,-655,-2724
1601819948186074143,1,4,2,3,0,-2198,-87,-1020,-655,-2724
1601819948298035436,1,4,2,3,0,-2240,-92,-1048,-685,-2774
1601819948410406631,1,4,2,3,0,-2281,-98,-1077,-716,-2822
1601819948522104745,1,4,2,3,0,-2281,-98,-1077,-716,-2822
1601819948634025178,1,4,2,3,0,-2315,-103,-1101,-742,-2862
1601819948746078896,1,4,2,3,0,-2355,-112,-1133,-779,-2911
1601819948858083432,1,4,2,3,0,-2355,-112,-1133,-779,-2911
1601819948970094053,1,4,2,3,0,-2414,-127,-1185,-839,-2985
1601819949082298525,1,4,2,3,0,-2475,-147,-1245,-911,-3063
1601819949194069073,1,4,2,3,0,-2475,-147,-1245,-911,-3063
1601819949306084902,1,4,2,3,0,-2522,-168,-1301,-978,-3126
1601819949418459785,1,4,2,3,0,-2557,-192,-1355,-1047,-3179
