Format Version,1.23,Take Name,Take 2020-08-18 09.00.32 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-18 09.00.32.848 下午,Total Frames in Take,4607,Total Exported Frames,4607,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
408,3.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004343,0.052373,-0.003073,-0.998613,-0.397541,1.580834,-0.938015,0.000934,-0.331383,1.548321,-0.976397,0.801781,-0.350824,1.606214,-0.953338,0.708396,-0.510417,1.587968,-0.884310,0.900794,0.000150,0.000242,-0.000540,-1.000000,-0.397244,1.320760,-0.914544,0.000731,-0.380275,1.329086,-0.925387,0.843863,-0.413701,1.337000,-0.915039,0.927556,-0.397756,1.296195,-0.903207,0.938048,-0.400866,1.404475,-0.933090,0.887719,-0.144249,0.815984,-2.981114,0.000000,-0.331266,1.549098,-0.976261,-0.351337,1.605163,-0.953358,-0.510094,1.588137,-0.884418,-0.380088,1.328628,-0.925365,-0.413772,1.337116,-0.914345,-0.397793,1.296248,-0.903354,-0.401044,1.404972,-0.932888,-0.144136,0.815753,-2.981975
409,3.408333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004317,0.052403,-0.003074,-0.998612,-0.397547,1.580827,-0.938014,0.000938,-0.331386,1.548311,-0.976390,0.800467,-0.350828,1.606206,-0.953336,0.707595,-0.510426,1.587964,-0.884316,0.904988,0.000153,0.000235,-0.000586,-1.000000,-0.397239,1.320777,-0.914542,0.000714,-0.380271,1.329104,-0.925385,0.876238,-0.413698,1.337015,-0.915036,0.823170,-0.397749,1.296211,-0.903204,0.959724,-0.400869,1.404491,-0.933088,0.858573,-0.144225,0.816010,-2.981112,0.775467,-0.331265,1.549084,-0.976258,-0.351353,1.605154,-0.953350,-0.510096,1.588136,-0.884426,-0.380082,1.328633,-0.925385,-0.413779,1.337158,-0.914346,-0.397781,1.296269,-0.903316,-0.401043,1.404963,-0.932912,-0.144114,0.815785,-2.981957
410,3.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004525,0.052402,-0.003036,-0.998611,-0.397547,1.580833,-0.938018,0.000935,-0.331389,1.548330,-0.976408,0.801609,-0.350827,1.606217,-0.953329,0.705998,-0.510426,1.587953,-0.884317,0.903077,-0.001095,-0.007138,0.001146,-0.999973,-0.397288,1.320805,-0.914415,0.000524,-0.380453,1.329101,-0.925487,0.873152,-0.413695,1.337102,-0.914627,0.822535,-0.397716,1.296213,-0.903132,0.967606,-0.400899,1.404578,-0.932700,0.866843,-0.176528,0.820367,-2.985730,0.779535,-0.331275,1.549103,-0.976272,-0.351340,1.605173,-0.953348,-0.510099,1.588121,-0.884427,-0.380079,1.328609,-0.925344,-0.413818,1.337101,-0.914338,-0.397790,1.296260,-0.903369,-0.401054,1.405012,-0.932887,,,
411,3.425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004296,0.052371,-0.003066,-0.998614,-0.397540,1.580832,-0.938006,0.000937,-0.331383,1.548313,-0.976385,0.801728,-0.350822,1.606209,-0.953332,0.709287,-0.510416,1.587972,-0.884302,0.904150,0.000161,0.000222,-0.000610,-1.000000,-0.397251,1.320758,-0.914546,0.000755,-0.380283,1.329086,-0.925390,0.841561,-0.413710,1.336996,-0.915040,0.921432,-0.397759,1.296193,-0.903208,0.936813,-0.400885,1.404472,-0.933094,0.875587,-0.144266,0.815970,-2.981114,0.000000,-0.331261,1.549088,-0.976253,-0.351346,1.605155,-0.953348,-0.510088,1.588145,-0.884411,-0.380075,1.328620,-0.925370,-0.413780,1.337116,-0.914346,-0.397809,1.296255,-0.903337,-0.401074,1.404973,-0.932880,-0.144148,0.815727,-2.982020
412,3.433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004261,0.052396,-0.003139,-0.998612,-0.397531,1.580840,-0.938008,0.000947,-0.331367,1.548328,-0.976382,0.800962,-0.350816,1.606223,-0.953333,0.705567,-0.510410,1.587969,-0.884310,0.903553,-0.000771,-0.007288,0.001080,-0.999973,-0.397280,1.320806,-0.914398,0.000500,-0.380449,1.329097,-0.925480,0.872330,-0.413689,1.337100,-0.914615,0.822930,-0.397701,1.296221,-0.903098,0.961938,-0.400908,1.404566,-0.932736,0.855865,-0.177073,0.819058,-2.985455,0.763665,-0.331247,1.549113,-0.976246,-0.351340,1.605158,-0.953351,-0.510081,1.588141,-0.884420,-0.380072,1.328617,-0.925365,-0.413806,1.337097,-0.914345,-0.397785,1.296282,-0.903312,-0.401063,1.404973,-0.932899,,,
413,3.441667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004406,0.052454,-0.003075,-0.998609,-0.397543,1.580830,-0.938013,0.000945,-0.331378,1.548321,-0.976388,0.801192,-0.350823,1.606212,-0.953325,0.708198,-0.510428,1.587955,-0.884326,0.902333,0.000163,0.000216,-0.000637,-1.000000,-0.397232,1.320758,-0.914552,0.000740,-0.380265,1.329087,-0.925395,0.872914,-0.413691,1.336995,-0.915046,0.820626,-0.397738,1.296193,-0.903214,0.960255,-0.400871,1.404472,-0.933100,0.857808,-0.144248,0.815976,-2.981122,0.774138,-0.331268,1.549097,-0.976250,-0.351340,1.605166,-0.953343,-0.510093,1.588124,-0.884438,-0.380075,1.328616,-0.925370,-0.413774,1.337114,-0.914343,-0.397770,1.296249,-0.903359,-0.401047,1.404976,-0.932906,-0.144135,0.815743,-2.981987
414,3.450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004407,0.052368,-0.003045,-0.998614,-0.397543,1.580830,-0.938004,0.000933,-0.331387,1.548318,-0.976391,0.800478,-0.350825,1.606210,-0.953325,0.709510,-0.510418,1.587962,-0.884297,0.905573,-0.000761,-0.007402,0.001161,-0.999972,-0.397270,1.320818,-0.914393,0.000505,-0.380441,1.329106,-0.925479,0.844239,-0.413677,1.337115,-0.914607,0.924349,-0.397693,1.296234,-0.903093,0.942235,-0.400889,1.404579,-0.932732,0.879925,-0.177617,0.818990,-2.985489,0.000000,-0.331274,1.549096,-0.976253,-0.351330,1.605164,-0.953347,-0.510097,1.588129,-0.884405,-0.380056,1.328630,-0.925363,-0.413803,1.337120,-0.914332,-0.397774,1.296273,-0.903306,-0.401046,1.404999,-0.932905,,,
415,3.458333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004444,0.052504,-0.003077,-0.998606,-0.397546,1.580817,-0.938029,0.000952,-0.331378,1.548312,-0.976400,0.797795,-0.350825,1.606201,-0.953335,0.710029,-0.510437,1.587938,-0.884352,0.903997,0.000156,0.000257,-0.000504,-1.000000,-0.397240,1.320778,-0.914547,0.000762,-0.380271,1.329102,-0.925390,0.872681,-0.413696,1.337019,-0.915043,0.826343,-0.397755,1.296213,-0.903210,0.955486,-0.400856,1.404493,-0.933095,0.848813,-0.144219,0.815958,-2.981104,0.764693,-0.331282,1.549101,-0.976252,-0.351322,1.605153,-0.953362,-0.510107,1.588100,-0.884464,-0.380086,1.328628,-0.925372,-0.413765,1.337114,-0.914358,-0.397790,1.296293,-0.903364,-0.401040,1.405010,-0.932841,-0.144101,0.815715,-2.982005
416,3.466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004548,0.052510,-0.003049,-0.998605,-0.397546,1.580826,-0.938016,0.000950,-0.331378,1.548327,-0.976393,0.800239,-0.350823,1.606212,-0.953316,0.709054,-0.510436,1.587941,-0.884339,0.902122,0.000183,0.000196,-0.000749,-1.000000,-0.397250,1.320774,-0.914532,0.000761,-0.380286,1.329106,-0.925377,0.871539,-0.413713,1.337007,-0.915026,0.821718,-0.397751,1.296209,-0.903193,0.963920,-0.400909,1.404486,-0.933083,0.860903,-0.144235,0.815966,-2.981092,0.763307,-0.331275,1.549106,-0.976251,-0.351334,1.605166,-0.953336,-0.510100,1.588107,-0.884453,-0.380080,1.328636,-0.925359,-0.413812,1.337111,-0.914328,-0.397789,1.296296,-0.903302,-0.401080,1.404978,-0.932888,-0.144117,0.815725,-2.982000
417,3.475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004707,0.052539,-0.002895,-0.998604,-0.397550,1.580825,-0.938018,0.000941,-0.331389,1.548319,-0.976402,0.802746,-0.350819,1.606202,-0.953307,0.711335,-0.510441,1.587955,-0.884345,0.902238,0.000182,0.000187,-0.000716,-1.000000,-0.397214,1.320776,-0.914541,0.000757,-0.380249,1.329107,-0.925386,0.872243,-0.413676,1.337010,-0.915035,0.823035,-0.397716,1.296211,-0.903202,0.968114,-0.400867,1.404488,-0.933092,0.864852,-0.144269,0.815955,-2.981107,0.758024,-0.331284,1.549089,-0.976263,-0.351331,1.605167,-0.953324,-0.510105,1.588121,-0.884459,-0.380073,1.328628,-0.925363,-0.413746,1.337144,-0.914344,-0.397750,1.296290,-0.903296,-0.401043,1.404965,-0.932909,-0.144148,0.815709,-2.982035
418,3.483333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004471,0.052445,-0.002991,-0.998609,-0.397536,1.580833,-0.938016,0.000950,-0.331377,1.548320,-0.976397,0.801030,-0.350812,1.606210,-0.953326,0.705131,-0.510418,1.587970,-0.884326,0.900876,-0.000736,-0.007341,0.001145,-0.999972,-0.397290,1.320804,-0.914403,0.000498,-0.380460,1.329092,-0.925488,0.848344,-0.413698,1.337100,-0.914620,0.923742,-0.397714,1.296220,-0.903102,0.942376,-0.400910,1.404563,-0.932747,0.885773,-0.177370,0.818882,-2.985448,0.000000,-0.331261,1.549095,-0.976261,-0.351341,1.605156,-0.953339,-0.510079,1.588141,-0.884439,-0.380075,1.328633,-0.925389,-0.413831,1.337078,-0.914347,-0.397798,1.296284,-0.903307,-0.401055,1.404966,-0.932907,,,
419,3.491667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004387,0.052454,-0.003056,-0.998609,-0.397550,1.580825,-0.938003,0.000950,-0.331387,1.548313,-0.976377,0.799697,-0.350830,1.606205,-0.953316,0.708672,-0.510435,1.587957,-0.884316,0.902596,-0.000882,-0.007353,0.001171,-0.999972,-0.397279,1.320821,-0.914403,0.000477,-0.380449,1.329111,-0.925485,0.845752,-0.413686,1.337118,-0.914614,0.928989,-0.397704,1.296234,-0.903109,0.935827,-0.400895,1.404586,-0.932721,0.892850,-0.177435,0.819491,-2.985599,0.000000,-0.331283,1.549094,-0.976235,-0.351339,1.605157,-0.953337,-0.510101,1.588123,-0.884429,-0.380088,1.328628,-0.925355,-0.413786,1.337132,-0.914348,-0.397786,1.296313,-0.903338,-0.401051,1.404953,-0.932878,,,
420,3.500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004530,0.052432,-0.002986,-0.998610,-0.397553,1.580832,-0.938002,0.000948,-0.331396,1.548323,-0.976389,0.799033,-0.350830,1.606211,-0.953310,0.705404,-0.510434,1.587962,-0.884307,0.902955,0.000175,0.000179,-0.000751,-1.000000,-0.397235,1.320756,-0.914544,0.000797,-0.380271,1.329088,-0.925389,0.872601,-0.413698,1.336989,-0.915038,0.822172,-0.397735,1.296191,-0.903206,0.969277,-0.400894,1.404468,-0.933094,0.854896,-0.144286,0.815981,-2.981121,0.747500,-0.331282,1.549106,-0.976249,-0.351349,1.605153,-0.953329,-0.510103,1.588132,-0.884418,-0.380071,1.328621,-0.925344,-0.413803,1.337092,-0.914342,-0.397767,1.296259,-0.903302,-0.401065,1.404988,-0.932902,-0.144160,0.815723,-2.982089
421,3.508333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004288,0.052419,-0.003136,-0.998611,-0.397563,1.580815,-0.937998,0.000954,-0.331397,1.548304,-0.976370,0.799033,-0.350847,1.606199,-0.953319,0.705404,-0.510444,1.587941,-0.884304,0.902955,-0.001154,-0.007235,0.001022,-0.999973,-0.397269,1.320799,-0.914399,0.000496,-0.380438,1.329100,-0.925472,0.872601,-0.413680,1.337091,-0.914605,0.822172,-0.397689,1.296205,-0.903118,0.969277,-0.400905,1.404572,-0.932673,0.854896,-0.176785,0.820663,-2.985816,0.747500,-0.331287,1.549089,-0.976230,-0.351367,1.605141,-0.953338,-0.510109,1.588110,-0.884418,-0.380072,1.328624,-0.925346,-0.413801,1.337110,-0.914340,-0.397760,1.296231,-0.903331,-0.401060,1.404993,-0.932847,,,
422,3.516667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004544,0.052467,-0.002995,-0.998608,-0.397551,1.580824,-0.938003,0.000938,-0.331390,1.548317,-0.976386,0.798896,-0.350827,1.606204,-0.953307,0.705271,-0.510436,1.587950,-0.884317,0.901902,0.000180,0.000195,-0.000716,-1.000000,-0.397245,1.320771,-0.914542,0.000769,-0.380280,1.329102,-0.925387,0.846667,-0.413707,1.337005,-0.915036,0.926988,-0.397747,1.296206,-0.903203,0.943606,-0.400898,1.404483,-0.933093,0.879748,-0.144266,0.815959,-2.981105,0.000000,-0.331275,1.549088,-0.976251,-0.351347,1.605159,-0.953323,-0.510105,1.588120,-0.884428,-0.380087,1.328624,-0.925355,-0.413784,1.337108,-0.914347,-0.397790,1.296301,-0.903308,-0.401075,1.404976,-0.932899,-0.144146,0.815713,-2.982032
423,3.525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004406,0.052369,-0.003042,-0.998613,-0.397554,1.580834,-0.937989,0.000955,-0.331398,1.548321,-0.976376,0.801973,-0.350836,1.606214,-0.953309,0.708241,-0.510430,1.587967,-0.884283,0.902920,0.000166,0.000213,-0.000661,-1.000000,-0.397245,1.320771,-0.914539,0.000783,-0.380279,1.329101,-0.925383,0.870884,-0.413706,1.337007,-0.915033,0.824845,-0.397751,1.296206,-0.903201,0.962994,-0.400889,1.404484,-0.933088,0.860460,-0.144249,0.815988,-2.981108,0.758291,-0.331289,1.549108,-0.976235,-0.351354,1.605154,-0.953329,-0.510094,1.588136,-0.884396,-0.380082,1.328638,-0.925346,-0.413785,1.337094,-0.914354,-0.397795,1.296290,-0.903318,-0.401069,1.405000,-0.932863,-0.144126,0.815734,-2.982054
424,3.533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004347,0.052368,-0.003117,-0.998614,-0.397565,1.580824,-0.938009,0.000952,-0.331404,1.548317,-0.976391,0.798381,-0.350850,1.606209,-0.953332,0.705057,-0.510441,1.587948,-0.884303,0.901967,-0.001038,-0.007106,0.001069,-0.999974,-0.397293,1.320812,-0.914399,0.000496,-0.380459,1.329109,-0.925470,0.873868,-0.413703,1.337106,-0.914613,0.827754,-0.397718,1.296221,-0.903113,0.962411,-0.400916,1.404582,-0.932693,0.852228,-0.176321,0.820172,-2.985642,0.753107,-0.331304,1.549107,-0.976245,-0.351352,1.605155,-0.953358,-0.510111,1.588112,-0.884415,-0.380076,1.328627,-0.925350,-0.413802,1.337117,-0.914339,-0.397813,1.296273,-0.903332,-0.401083,1.404986,-0.932861,,,
425,3.541667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004551,0.052438,-0.002976,-0.998609,-0.397566,1.580825,-0.938007,0.000930,-0.331408,1.548317,-0.976394,0.797492,-0.350842,1.606204,-0.953313,0.708216,-0.510447,1.587956,-0.884314,0.903852,-0.000956,-0.007203,0.001051,-0.999973,-0.397287,1.320812,-0.914383,0.000496,-0.380455,1.329108,-0.925459,0.843145,-0.413697,1.337105,-0.914597,0.926991,-0.397709,1.296223,-0.903093,0.938910,-0.400917,1.404579,-0.932691,0.882896,-0.176702,0.819843,-2.985589,0.000000,-0.331297,1.549082,-0.976259,-0.351351,1.605172,-0.953331,-0.510119,1.588122,-0.884424,-0.380095,1.328630,-0.925338,-0.413792,1.337107,-0.914335,-0.397794,1.296276,-0.903306,-0.401077,1.404993,-0.932856,,,
426,3.550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004476,0.052486,-0.003011,-0.998607,-0.397563,1.580831,-0.938010,0.000943,-0.331400,1.548320,-0.976386,0.803673,-0.350839,1.606210,-0.953315,0.712206,-0.510450,1.587963,-0.884328,0.903983,-0.000987,-0.007144,0.000993,-0.999974,-0.397285,1.320812,-0.914390,0.000510,-0.380453,1.329111,-0.925463,0.847264,-0.413697,1.337103,-0.914605,0.930419,-0.397705,1.296222,-0.903101,0.941200,-0.400922,1.404579,-0.932692,0.881617,-0.176396,0.819999,-2.985600,0.000000,-0.331289,1.549101,-0.976246,-0.351351,1.605159,-0.953336,-0.510122,1.588130,-0.884439,-0.380080,1.328619,-0.925336,-0.413825,1.337102,-0.914333,-0.397777,1.296285,-0.903324,-0.401073,1.404993,-0.932861,,,
427,3.558333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004472,0.052260,-0.002950,-0.998619,-0.397553,1.580834,-0.937985,0.000927,-0.331411,1.548315,-0.976391,0.799738,-0.350833,1.606207,-0.953312,0.707617,-0.510415,1.587979,-0.884253,0.903867,-0.000820,-0.007308,0.001020,-0.999973,-0.397279,1.320830,-0.914374,0.000492,-0.380450,1.329124,-0.925456,0.842614,-0.413690,1.337122,-0.914589,0.924809,-0.397697,1.296244,-0.903077,0.939444,-0.400918,1.404592,-0.932704,0.882244,-0.177095,0.819314,-2.985490,0.000000,-0.331294,1.549089,-0.976256,-0.351342,1.605163,-0.953333,-0.510095,1.588147,-0.884359,-0.380088,1.328635,-0.925343,-0.413812,1.337105,-0.914332,-0.397772,1.296355,-0.903295,-0.401062,1.404963,-0.932847,,,
428,3.566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004479,0.052464,-0.003045,-0.998608,-0.397573,1.580822,-0.938007,0.000946,-0.331410,1.548316,-0.976386,0.800288,-0.350852,1.606204,-0.953314,0.706434,-0.510459,1.587946,-0.884320,0.902416,-0.000864,-0.006763,0.000778,-0.999976,-0.397287,1.320800,-0.914385,0.000510,-0.380450,1.329103,-0.925447,0.847092,-0.413706,1.337084,-0.914616,0.921453,-0.397706,1.296213,-0.903090,0.937616,-0.400947,1.404561,-0.932710,0.883887,-0.174605,0.819576,-2.985304,0.000000,-0.331296,1.549095,-0.976248,-0.351372,1.605152,-0.953332,-0.510125,1.588115,-0.884432,-0.380081,1.328632,-0.925322,-0.413841,1.337063,-0.914333,-0.397778,1.296283,-0.903318,-0.401088,1.404969,-0.932882,,,
429,3.575000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004644,0.052710,-0.003073,-0.998594,-0.397585,1.580822,-0.938026,0.000957,-0.331400,1.548333,-0.976383,0.803840,-0.350858,1.606212,-0.953302,0.709840,-0.510497,1.587920,-0.884393,0.897741,0.000185,0.000175,-0.000784,-1.000000,-0.397256,1.320780,-0.914520,0.000807,-0.380293,1.329113,-0.925366,0.869687,-0.413721,1.337012,-0.915013,0.822527,-0.397755,1.296215,-0.903181,0.961012,-0.400922,1.404491,-0.933071,0.851449,-0.144290,0.815983,-2.981088,0.741287,-0.331299,1.549098,-0.976242,-0.351384,1.605178,-0.953313,-0.510144,1.588088,-0.884514,-0.380086,1.328639,-0.925305,-0.413810,1.337122,-0.914318,-0.397796,1.296290,-0.903311,-0.401107,1.405009,-0.932846,-0.144162,0.815718,-2.982080
430,3.583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004364,0.052441,-0.003162,-0.998609,-0.397568,1.580829,-0.938004,0.000937,-0.331398,1.548328,-0.976378,0.800515,-0.350853,1.606218,-0.953320,0.706687,-0.510452,1.587941,-0.884314,0.904301,-0.000645,-0.007113,0.000762,-0.999974,-0.397282,1.320803,-0.914369,0.000475,-0.380453,1.329102,-0.925447,0.850353,-0.413702,1.337087,-0.914596,0.930708,-0.397691,1.296221,-0.903063,0.939819,-0.400957,1.404557,-0.932729,0.889439,-0.176031,0.818681,-2.985224,0.000000,-0.331280,1.549106,-0.976243,-0.351370,1.605165,-0.953338,-0.510127,1.588111,-0.884423,-0.380093,1.328638,-0.925331,-0.413793,1.337089,-0.914334,-0.397782,1.296285,-0.903277,-0.401115,1.404939,-0.932885,,,
431,3.591667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004372,0.052459,-0.003034,-0.998609,-0.397566,1.580827,-0.938010,0.000952,-0.331404,1.548311,-0.976382,0.800528,-0.350844,1.606205,-0.953323,0.708879,-0.510451,1.587966,-0.884324,0.901490,-0.000727,-0.006908,0.000867,-0.999976,-0.397285,1.320820,-0.914357,0.000498,-0.380450,1.329118,-0.925426,0.844077,-0.413701,1.337107,-0.914588,0.928280,-0.397704,1.296236,-0.903055,0.941162,-0.400935,1.404577,-0.932704,0.883977,-0.175292,0.818989,-2.985202,0.000000,-0.331301,1.549089,-0.976240,-0.351358,1.605160,-0.953342,-0.510113,1.588132,-0.884439,-0.380080,1.328630,-0.925305,-0.413816,1.337115,-0.914325,-0.397781,1.296295,-0.903270,-0.401091,1.404983,-0.932867,,,
432,3.600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004404,0.052349,-0.003083,-0.998614,-0.397564,1.580838,-0.937998,0.000946,-0.331407,1.548330,-0.976387,0.798226,-0.350848,1.606221,-0.953320,0.702944,-0.510438,1.587962,-0.884287,0.903711,-0.000699,-0.007028,0.000809,-0.999975,-0.397286,1.320822,-0.914367,0.000489,-0.380454,1.329121,-0.925441,0.848722,-0.413704,1.337107,-0.914595,0.930516,-0.397700,1.296239,-0.903064,0.939346,-0.400951,1.404578,-0.932718,0.884871,-0.175731,0.818901,-2.985238,0.000000,-0.331286,1.549116,-0.976251,-0.351371,1.605154,-0.953339,-0.510111,1.588134,-0.884396,-0.380102,1.328645,-0.925315,-0.413796,1.337107,-0.914332,-0.397785,1.296301,-0.903283,-0.401109,1.404978,-0.932882,,,
433,3.608333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004571,0.052322,-0.002988,-0.998615,-0.397574,1.580837,-0.937994,0.000938,-0.331425,1.548331,-0.976398,0.800684,-0.350854,1.606217,-0.953310,0.706904,-0.510443,1.587962,-0.884274,0.904064,0.000204,0.000133,-0.000968,-1.000000,-0.397247,1.320768,-0.914509,0.000772,-0.380288,1.329107,-0.925356,0.874266,-0.413718,1.336993,-0.915002,0.822843,-0.397736,1.296203,-0.903169,0.964656,-0.400945,1.404477,-0.933064,0.868128,-0.144269,0.815982,-2.981079,0.749843,-0.331307,1.549108,-0.976262,-0.351372,1.605165,-0.953329,-0.510117,1.588132,-0.884383,-0.380092,1.328645,-0.925313,-0.413812,1.337111,-0.914309,-0.397773,1.296296,-0.903268,-0.401113,1.404939,-0.932873,-0.144144,0.815729,-2.982039
434,3.616667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004361,0.052327,-0.003075,-0.998616,-0.397573,1.580827,-0.937993,0.000933,-0.331418,1.548315,-0.976382,0.800282,-0.350857,1.606208,-0.953320,0.709012,-0.510444,1.587958,-0.884278,0.905612,0.000201,0.000157,-0.000894,-1.000000,-0.397239,1.320779,-0.914504,0.000779,-0.380278,1.329116,-0.925351,0.871002,-0.413707,1.337007,-0.914998,0.827772,-0.397731,1.296214,-0.903164,0.966573,-0.400923,1.404489,-0.933058,0.864950,-0.144239,0.815970,-2.981066,0.744394,-0.331304,1.549094,-0.976245,-0.351364,1.605160,-0.953342,-0.510123,1.588125,-0.884385,-0.380095,1.328635,-0.925304,-0.413798,1.337142,-0.914328,-0.397757,1.296307,-0.903257,-0.401095,1.404956,-0.932848,-0.144112,0.815711,-2.982047
435,3.625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004479,0.052384,-0.003066,-0.998612,-0.397570,1.580842,-0.937982,0.000949,-0.331411,1.548339,-0.976372,0.800702,-0.350852,1.606227,-0.953297,0.705723,-0.510447,1.587961,-0.884278,0.901387,-0.000774,-0.007116,0.000906,-0.999974,-0.397285,1.320832,-0.914342,0.000480,-0.380454,1.329129,-0.925418,0.845799,-0.413700,1.337121,-0.914565,0.928677,-0.397702,1.296247,-0.903043,0.936267,-0.400936,1.404591,-0.932681,0.890788,-0.176190,0.819178,-2.985327,0.000000,-0.331297,1.549116,-0.976235,-0.351378,1.605173,-0.953313,-0.510110,1.588132,-0.884391,-0.380093,1.328646,-0.925286,-0.413800,1.337135,-0.914298,-0.397784,1.296321,-0.903273,-0.401093,1.404966,-0.932841,,,
436,3.633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004440,0.052449,-0.003045,-0.998609,-0.397574,1.580815,-0.937999,0.000938,-0.331411,1.548306,-0.976377,0.800702,-0.350853,1.606196,-0.953310,0.705723,-0.510457,1.587943,-0.884310,0.901387,0.000199,0.000154,-0.000904,-1.000000,-0.397266,1.320770,-0.914487,0.000789,-0.380305,1.329107,-0.925334,0.845799,-0.413734,1.336998,-0.914981,0.928677,-0.397758,1.296205,-0.903148,0.936267,-0.400952,1.404480,-0.933041,0.890788,-0.144266,0.815975,-2.981053,0.000000,-0.331292,1.549077,-0.976244,-0.351377,1.605147,-0.953324,-0.510126,1.588115,-0.884420,-0.380094,1.328643,-0.925280,-0.413829,1.337113,-0.914305,-0.397803,1.296289,-0.903234,-0.401129,1.404964,-0.932846,-0.144138,0.815715,-2.982037
