1597481683485507438,first,1,-41470,0,-5,fourth,4,868,0,-5,second,2,2585,0,-6,third,3,5542,0,-5,zero,0,-10565,0,-5
1597481683485612699,first,1,-41470,0,-5,fourth,4,868,0,-5,second,2,2585,0,-6,third,3,5542,0,-5,zero,0,-10565,0,-5
1597481683597502111,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-5,zero,0,-10565,0,-4
1597481683709521056,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-6,third,3,5542,0,-7,zero,0,-10565,0,-7
1597481683821536838,first,1,-41470,0,-5,fourth,4,868,0,-5,second,2,2585,0,-6,third,3,5542,0,-7,zero,0,-10565,0,-5
1597481683933413301,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2586,0,-5,third,3,5542,0,-4,zero,0,-10565,0,-6
1597481684045711285,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10565,0,-5
1597481684157630384,first,1,-41470,0,-6,fourth,4,868,0,-5,second,2,2585,0,-5,third,3,5542,0,-5,zero,0,-10565,0,-5
1597481684269524146,first,1,-41470,0,-6,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-4,zero,0,-10565,0,-6
1597481684381438972,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-6,third,3,5542,0,-5,zero,0,-10565,0,-5
1597481684493484293,first,1,-41470,0,-7,fourth,4,868,0,-5,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10565,0,-6
1597481684605469081,first,1,-41470,0,-6,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-5,zero,0,-10565,0,-5
1597481684717437912,first,1,-41470,0,-6,fourth,4,868,0,-7,second,2,2585,0,-6,third,3,5542,0,-7,zero,0,-10566,0,-5
1597481684829764327,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-6,zero,0,-10566,0,-6
1597481684941361185,first,1,-41470,0,-5,fourth,4,868,0,-6,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10565,0,-7
1597481685053468713,first,1,-41470,0,-6,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-7,zero,0,-10565,0,-6
1597481685165384059,first,1,-41470,0,-6,fourth,4,868,0,-6,second,2,2585,0,-6,third,3,5542,0,-4,zero,0,-10566,0,-5
1597481685277504064,first,1,-41470,0,-6,fourth,4,868,0,-7,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10566,0,-6
1597481685389386350,first,1,-41470,0,-5,fourth,4,868,0,-7,second,2,2585,0,-5,third,3,5542,0,-6,zero,0,-10566,0,-7
1597481685501377194,first,1,-41470,0,-6,fourth,4,868,0,-6,second,2,2585,0,-5,third,3,5542,0,-4,zero,0,-10565,0,-7
1597481685613490115,first,1,-41470,0,-6,fourth,4,868,0,-4,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10566,0,-6
1597481685725398777,first,1,-41470,0,-5,fourth,4,868,0,-5,second,2,2585,0,-6,third,3,5542,0,-5,zero,0,-10566,0,-7
1597481685837072432,first,1,-41470,0,-5,fourth,4,869,0,-5,second,2,2585,0,-6,third,3,5542,0,-6,zero,0,-10566,0,-5
1597481685949318519,first,1,-41470,0,-6,fourth,4,868,0,-7,second,2,2577,-4,-7,third,3,5542,0,-5,zero,0,-10566,0,-10
1597481686061345564,first,1,-41472,0,-5,fourth,4,868,0,-6,second,2,2554,-12,-5,third,3,5542,0,-5,zero,0,-10566,0,-8
1597481686173237104,first,1,-41484,-5,-5,fourth,4,868,0,-6,second,2,2529,-12,-4,third,3,5542,0,-6,zero,0,-10566,0,-5
1597481686285129729,first,1,-41496,-6,-7,fourth,4,868,0,-5,second,2,2508,-11,-5,third,3,5543,0,-7,zero,0,-10566,0,-5
1597481686397330698,first,1,-41504,-4,-5,fourth,4,868,0,-6,second,2,2490,-9,-6,third,3,5543,0,-5,zero,0,-10566,0,-4
1597481686509335905,first,1,-41504,0,-5,fourth,4,868,0,-6,second,2,2475,-8,-7,third,3,5542,0,-5,zero,0,-10566,0,-6
1597481686621281808,first,1,-41505,0,-5,fourth,4,868,0,-7,second,2,2464,-5,-5,third,3,5542,0,-6,zero,0,-10566,0,-6
1597481686733275152,first,1,-41504,0,-6,fourth,4,868,0,-4,second,2,2462,0,-5,third,3,5542,0,-5,zero,0,-10566,0,-6
1597481686845182828,first,1,-41504,0,-5,fourth,4,868,0,-6,second,2,2461,0,-5,third,3,5543,0,-5,zero,0,-10566,0,-4
1597481686957260466,first,1,-41504,0,-5,fourth,4,868,0,-4,second,2,2461,0,-6,third,3,5542,0,-6,zero,0,-10566,0,-5
1597481687069555090,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2462,0,-5,third,3,5542,0,-6,zero,0,-10567,0,-4
1597481687069606971,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2462,0,-5,third,3,5542,0,-6,zero,0,-10567,0,-4
1597481687181434735,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2461,0,-4,third,3,5542,0,-5,zero,0,-10567,0,-7
1597481687293208007,first,1,-41505,0,-6,fourth,4,868,0,-5,second,2,2462,0,-6,third,3,5542,0,-4,zero,0,-10567,0,-5
1597481687293368607,first,1,-41505,0,-6,fourth,4,868,0,-5,second,2,2462,0,-6,third,3,5542,0,-4,zero,0,-10567,0,-5
1597481687405426056,first,1,-41505,0,-6,fourth,4,868,0,-5,second,2,2462,0,-5,third,3,5542,0,-5,zero,0,-10567,0,-4
1597481687517399091,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2461,0,-5,third,3,5542,0,-5,zero,0,-10567,0,-7
1597481687629268384,first,1,-41505,0,-6,fourth,4,868,0,-5,second,2,2461,0,-5,third,3,5542,0,-6,zero,0,-10568,0,-5
1597481687740919470,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5543,0,-6,zero,0,-10568,0,-5
1597481687853699374,first,1,-41505,0,-5,fourth,4,868,0,-5,second,2,2462,0,-5,third,3,5542,0,-6,zero,0,-10568,0,-7
1597481687965259105,first,1,-41506,0,-6,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5542,0,-5,zero,0,-10568,0,-5
1597481688077269685,first,1,-41506,0,-6,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5542,0,-5,zero,0,-10568,0,-5
1597481688189226436,first,1,-41506,0,-5,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5542,0,-6,zero,0,-10568,0,-5
1597481688301257053,first,1,-41505,0,-6,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5543,0,-5,zero,0,-10568,0,-6
1597481688413265829,first,1,-41506,0,-4,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5542,0,-5,zero,0,-10569,0,-5
1597481688525309821,first,1,-41507,0,-7,fourth,4,869,0,-5,second,2,2461,0,-4,third,3,5542,0,-5,zero,0,-10569,0,-6
1597481688637244580,first,1,-41521,-7,-5,fourth,4,868,0,-5,second,2,2461,0,-5,third,3,5542,0,-5,zero,0,-10569,0,-4
1597481688749261203,first,1,-41537,-7,-5,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5542,0,-7,zero,0,-10570,0,-5
1597481688861253931,first,1,-41552,-7,-7,fourth,4,868,0,-5,second,2,2461,0,-6,third,3,5543,0,-6,zero,0,-10585,-9,-6
1597481688972972845,first,1,-41569,-8,-4,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5542,0,-6,zero,0,-10610,-13,-8
1597481689085215341,first,1,-41591,-11,-5,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5542,0,-4,zero,0,-10637,-13,-4
1597481689197189116,first,1,-41617,-12,-5,fourth,4,868,0,-5,second,2,2461,0,-5,third,3,5542,0,-6,zero,0,-10666,-14,-5
1597481689309146828,first,1,-41644,-14,-5,fourth,4,868,0,-5,second,2,2461,0,-5,third,3,5543,0,-5,zero,0,-10694,-14,-5
1597481689421265757,first,1,-41672,-14,-6,fourth,4,869,0,-5,second,2,2461,0,-5,third,3,5543,0,-6,zero,0,-10720,-14,-7
1597481689533163060,first,1,-41699,-14,-6,fourth,4,869,0,-5,second,2,2461,0,-5,third,3,5543,0,-5,zero,0,-10744,-13,-5
1597481689645216865,first,1,-41724,-13,-5,fourth,4,869,0,-5,second,2,2461,0,-7,third,3,5543,0,-5,zero,0,-10768,-13,-8
1597481689757313657,first,1,-41744,-10,-7,fourth,4,869,0,-5,second,2,2461,0,-5,third,3,5543,0,-5,zero,0,-10789,-11,-6
1597481689869206890,first,1,-41760,-9,-4,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5543,0,-6,zero,0,-10806,-8,-6
1597481689981147566,first,1,-41777,-9,-6,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5545,0,-6,zero,0,-10821,-7,-7
1597481690093097414,first,1,-41792,-8,-5,fourth,4,869,0,-5,second,2,2461,0,-5,third,3,5548,0,-6,zero,0,-10835,-7,-3
1597481690205095694,first,1,-41807,-7,-6,fourth,4,869,0,-5,second,2,2461,0,-7,third,3,5551,0,-7,zero,0,-10850,-7,-7
1597481690317208068,first,1,-41822,-7,-5,fourth,4,869,0,-5,second,2,2461,0,-5,third,3,5554,0,-4,zero,0,-10864,-7,-4
1597481690429304858,first,1,-41835,-7,-6,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5558,0,-6,zero,0,-10877,-7,-6
1597481690541627420,first,1,-41850,-7,-6,fourth,4,869,0,-5,second,2,2461,0,-6,third,3,5562,0,-8,zero,0,-10891,-7,-4
1597481690653166325,first,1,-41866,-7,-5,fourth,4,869,0,-5,second,2,2451,-5,-6,third,3,5566,0,-7,zero,0,-10904,-7,-8
1597481690765086720,first,1,-41882,-7,-4,fourth,4,869,0,-5,second,2,2430,-10,-6,third,3,5570,0,-5,zero,0,-10919,-7,-5
1597481690877036931,first,1,-41897,-7,-7,fourth,4,869,0,-5,second,2,2409,-10,-6,third,3,5572,0,-6,zero,0,-10933,-7,-4
1597481690988987899,first,1,-41913,-7,-5,fourth,4,869,0,-5,second,2,2390,-9,-5,third,3,5575,0,-5,zero,0,-10948,-7,-5
