1599990074189866891,one,1,21550,0,-6
1599990074221751735,one,1,21547,0,-5
1599990074285543929,one,1,21534,-8,-6
1599990074317549290,one,1,21525,-12,-6
1599990074381761992,one,1,21507,-16,-4
1599990074413668291,one,1,21496,-17,-4
1599990074477609266,one,1,21475,-19,-4
1599990074541623075,one,1,21454,-19,-4
1599990074573582840,one,1,21443,-19,-4
1599990074637563428,one,1,21422,-19,-4
1599990074669561681,one,1,21412,-19,-4
1599990074733644257,one,1,21391,-19,-4
1599990074765643071,one,1,21381,-19,-4
1599990074829622793,one,1,21360,-19,-4
1599990074861590101,one,1,21349,-19,-4
1599990074925575070,one,1,21329,-19,-4
1599990074989722487,one,1,21307,-19,-4
1599990075021491825,one,1,21297,-19,-4
1599990075085622488,one,1,21276,-19,-4
1599990075117475766,one,1,21265,-19,-4
1599990075181532135,one,1,21245,-19,-3
1599990075213531565,one,1,21234,-19,-3
1599990075277508554,one,1,21214,-19,-3
1599990075341618284,one,1,21193,-19,-3
1599990075373755245,one,1,21183,-19,-3
1599990075437519665,one,1,21162,-19,-3
1599990075469513364,one,1,21152,-19,-3
1599990075533523185,one,1,21131,-19,-3
1599990075565392004,one,1,21120,-19,-3
1599990075629522731,one,1,21100,-19,-3
1599990075661572945,one,1,21090,-19,-3
1599990075725472508,one,1,21069,-19,-3
1599990075789637791,one,1,21049,-19,-3
1599990075821554016,one,1,21038,-19,-3
1599990075885660245,one,1,21018,-19,-4
1599990075917642374,one,1,21007,-19,-4
1599990075981583807,one,1,20986,-19,-4
1599990076013434644,one,1,20977,-19,-4
1599990076077673818,one,1,20955,-19,-3
1599990076141489504,one,1,20935,-19,-3
1599990076173627173,one,1,20924,-19,-3
1599990076237337282,one,1,20903,-19,-3
1599990076269498808,one,1,20893,-19,-3
1599990076333555485,one,1,20872,-19,-4
1599990076365799839,one,1,20861,-19,-4
1599990076429059630,one,1,20840,-19,-4
1599990076461368370,one,1,20830,-19,-4
1599990076525526103,one,1,20809,-19,-4
1599990076589492781,one,1,20788,-19,-4
1599990076621409356,one,1,20777,-19,-4
1599990076685430101,one,1,20757,-19,-4
1599990076717577783,one,1,20746,-19,-4
1599990076781599283,one,1,20725,-19,-4
1599990076813451532,one,1,20714,-19,-4
1599990076877590859,one,1,20693,-19,-4
1599990076941583884,one,1,20672,-19,-4
1599990076973405205,one,1,20661,-19,-4
1599990077037337353,one,1,20640,-19,-4
1599990077069359143,one,1,20630,-19,-4
1599990077133494563,one,1,20609,-19,-4
1599990077165507327,one,1,20598,-19,-4
1599990077229277965,one,1,20577,-19,-3
1599990077261438037,one,1,20566,-19,-3
1599990077325212082,one,1,20545,-19,-3
1599990077388924954,one,1,20524,-19,-3
1599990077421527443,one,1,20513,-19,-3
1599990077485451210,one,1,20492,-19,-3
1599990077517348359,one,1,20481,-19,-3
1599990077581285372,one,1,20459,-19,-4
1599990077613479307,one,1,20448,-19,-4
1599990077677471695,one,1,20425,-19,-4
1599990077741482664,one,1,20404,-19,-4
1599990077773516110,one,1,20394,-19,-4
1599990077837324830,one,1,20372,-19,-4
1599990077869374641,one,1,20361,-20,-4
1599990077933331570,one,1,20340,-20,-3
1599990077965276598,one,1,20330,-20,-3
1599990078029319177,one,1,20309,-20,-3
1599990078061354739,one,1,20298,-20,-3
1599990078125396944,one,1,20277,-20,-4
1599990078189271285,one,1,20256,-20,-4
1599990078221298477,one,1,20246,-20,-4
1599990078285338446,one,1,20224,-20,-4
1599990078317732481,one,1,20214,-20,-4
1599990078381228588,one,1,20193,-20,-4
1599990078413290008,one,1,20184,-20,-4
1599990078477362689,one,1,20163,-19,-4
1599990078541212453,one,1,20142,-19,-4
1599990078573385794,one,1,20131,-19,-4
1599990078637239165,one,1,20110,-19,-4
1599990078669257191,one,1,20100,-19,-4
1599990078733282877,one,1,20078,-19,-3
1599990078765269302,one,1,20068,-19,-3
1599990078829275438,one,1,20047,-19,-3
1599990078861211489,one,1,20036,-19,-3
1599990078925367859,one,1,20015,-19,-4
1599990078989296991,one,1,19994,-19,-4
1599990079021332954,one,1,19983,-19,-4
1599990079085200913,one,1,19962,-19,-4
1599990079117275676,one,1,19951,-19,-4
1599990079181142493,one,1,19930,-19,-4
1599990079213256506,one,1,19919,-19,-4
1599990079277495609,one,1,19899,-19,-4
1599990079341342063,one,1,19877,-19,-4
1599990079373277484,one,1,19867,-19,-4
1599990079437165676,one,1,19846,-19,-4
1599990079469175945,one,1,19835,-19,-4
1599990079533186802,one,1,19814,-19,-4
1599990079565192002,one,1,19804,-19,-4
1599990079629936286,one,1,19782,-19,-4
1599990079661371504,one,1,19772,-19,-4
1599990079725148946,one,1,19750,-19,-4
1599990079789213248,one,1,19730,-19,-4
1599990079821126686,one,1,19719,-19,-4
1599990079885319638,one,1,19698,-19,-4
1599990079917141417,one,1,19688,-19,-4
1599990079981254999,one,1,19667,-19,-4
1599990080013296204,one,1,19657,-19,-4
1599990080077291786,one,1,19636,-19,-4
1599990080141215237,one,1,19616,-19,-4
1599990080173204578,one,1,19606,-19,-4
1599990080237111946,one,1,19585,-19,-4
1599990080269194585,one,1,19574,-19,-4
1599990080333128531,one,1,19552,-19,-4
1599990080365129989,one,1,19542,-19,-4
1599990080429183300,one,1,19521,-19,-4
1599990080461233895,one,1,19511,-19,-4
1599990080525167423,one,1,19490,-19,-4
1599990080589093523,one,1,19468,-19,-4
1599990080621041498,one,1,19458,-19,-4
1599990080685446347,one,1,19437,-19,-4
1599990080717096329,one,1,19426,-19,-4
1599990080780964613,one,1,19404,-19,-4
1599990080813213328,one,1,19394,-19,-4
1599990080877093127,one,1,19373,-19,-4
1599990080940972279,one,1,19352,-19,-4
1599990080973083417,one,1,19340,-19,-4
1599990081037016259,one,1,19319,-19,-4
1599990081069099709,one,1,19308,-19,-4
1599990081133191546,one,1,19289,-19,-4
1599990081165203244,one,1,19278,-19,-4
1599990081229079886,one,1,19257,-19,-4
1599990081261145337,one,1,19246,-19,-4
1599990081325310647,one,1,19225,-19,-4
1599990081389008086,one,1,19204,-19,-4
1599990081421160150,one,1,19193,-19,-4
1599990081485071509,one,1,19172,-19,-4
1599990081517053551,one,1,19161,-19,-4
1599990081581138602,one,1,19140,-19,-4
1599990081613073455,one,1,19129,-19,-4
1599990081677030192,one,1,19108,-19,-4
1599990081741004813,one,1,19087,-19,-4
1599990081773015485,one,1,19077,-19,-4
1599990081836673069,one,1,19056,-19,-4
1599990081868814742,one,1,19045,-19,-4
1599990081933175348,one,1,19023,-19,-4
1599990081964987492,one,1,19013,-19,-4
1599990082029071643,one,1,18992,-19,-4
1599990082060946010,one,1,18982,-19,-3
1599990082124954248,one,1,18961,-19,-3
1599990082189040073,one,1,18940,-19,-4
1599990082220960224,one,1,18929,-19,-4
1599990082284921760,one,1,18908,-19,-4
1599990082316943910,one,1,18898,-19,-4
1599990082380601864,one,1,18877,-19,-4
1599990082412417023,one,1,18866,-19,-4
1599990082477023125,one,1,18844,-19,-4
1599990082540884261,one,1,18824,-19,-4
1599990082572979680,one,1,18814,-19,-4
1599990082636902996,one,1,18793,-19,-4
1599990082668899038,one,1,18782,-19,-3
1599990082732919226,one,1,18762,-19,-3
1599990082764881915,one,1,18751,-19,-3
1599990082829013660,one,1,18730,-19,-3
1599990082861218154,one,1,18720,-19,-3
1599990082924957583,one,1,18700,-19,-3
1599990082988945998,one,1,18679,-19,-3
1599990083020837997,one,1,18668,-19,-3
1599990083085030090,one,1,18646,-19,-3
1599990083116834182,one,1,18636,-19,-3
1599990083180949087,one,1,18615,-19,-3
1599990083212953225,one,1,18604,-19,-4
1599990083277080195,one,1,18584,-19,-4
1599990083341035423,one,1,18563,-19,-4
1599990083373116064,one,1,18553,-19,-4
1599990083437024265,one,1,18532,-19,-4
1599990083468872961,one,1,18521,-19,-4
1599990083532893860,one,1,18501,-19,-4
1599990083564994307,one,1,18490,-19,-4
1599990083628939918,one,1,18469,-19,-4
1599990083660908463,one,1,18458,-19,-4
1599990083724924245,one,1,18437,-19,-4
1599990083788978488,one,1,18416,-19,-4
1599990083820886972,one,1,18405,-19,-4
1599990083884903757,one,1,18384,-19,-4
1599990083916873624,one,1,18373,-19,-4
1599990083980400703,one,1,18352,-19,-4
1599990084012365016,one,1,18342,-19,-4
1599990084076897050,one,1,18322,-19,-4
1599990084140811282,one,1,18300,-19,-4
1599990084172892606,one,1,18290,-19,-4
1599990084236890692,one,1,18268,-19,-4
1599990084268840161,one,1,18257,-19,-4
1599990084332835117,one,1,18237,-19,-4
1599990084364808728,one,1,18226,-19,-4
1599990084428924126,one,1,18204,-19,-4
1599990084461037928,one,1,18194,-19,-4
