%time,field.dynamixel_state0.name,field.dynamixel_state0.id,field.dynamixel_state0.present_position,field.dynamixel_state0.present_velocity,field.dynamixel_state0.present_current
1599990697095461987,one,1,-3251,-29,-4
1599990697159319669,one,1,-3281,-29,-4
1599990697223349114,one,1,-3311,-29,-4
1599990697255406232,one,1,-3326,-29,-4
1599990697319411274,one,1,-3355,-28,-4
1599990697351513355,one,1,-3370,-28,-4
1599990697415296801,one,1,-3400,-28,-4
1599990697446883036,one,1,-3415,-28,-4
1599990697511245900,one,1,-3439,-26,2
1599990697543490900,one,1,-3443,-18,2
1599990697607333473,one,1,-3442,-1,0
1599990697671703593,one,1,-3435,3,0
1599990697703348006,one,1,-3429,6,0
1599990697767420908,one,1,-3417,10,0
1599990697799322917,one,1,-3411,10,0
1599990697863342554,one,1,-3398,11,0
1599990697895317350,one,1,-3392,11,0
1599990697959296678,one,1,-3379,11,0
1599990698023290960,one,1,-3366,11,0
1599990698055375498,one,1,-3359,11,0
1599990698119231968,one,1,-3347,11,0
1599990698151431084,one,1,-3340,11,0
1599990698215279914,one,1,-3327,11,0
1599990698247273438,one,1,-3320,11,0
1599990698311263502,one,1,-3307,11,0
1599990698343261235,one,1,-3301,11,0
1599990698407298506,one,1,-3288,11,0
1599990698471248249,one,1,-3275,11,0
1599990698503245433,one,1,-3269,11,0
1599990698567197550,one,1,-3256,11,0
1599990698599416361,one,1,-3249,11,0
1599990698662832858,one,1,-3236,11,0
1599990698694792882,one,1,-3229,11,0
1599990698758861851,one,1,-3216,11,0
1599990698823307771,one,1,-3203,11,0
1599990698855297535,one,1,-3197,11,0
1599990698919223275,one,1,-3184,11,0
1599990698951215983,one,1,-3178,11,0
1599990699015259887,one,1,-3166,11,0
1599990699047352411,one,1,-3159,11,0
1599990699111284495,one,1,-3146,11,0
1599990699143305225,one,1,-3139,11,0
1599990699207318533,one,1,-3126,11,0
1599990699271489218,one,1,-3113,11,0
1599990699303424033,one,1,-3107,11,0
1599990699373452496,one,1,-3094,11,0
1599990699398995412,one,1,-3088,11,0
1599990699463295853,one,1,-3075,11,0
1599990699495356814,one,1,-3068,11,0
1599990699559238737,one,1,-3055,11,0
1599990699623209740,one,1,-3042,11,0
1599990699655229107,one,1,-3036,11,0
1599990699719174386,one,1,-3023,11,0
1599990699751253372,one,1,-3017,11,0
1599990699815223787,one,1,-3004,11,0
1599990699847275171,one,1,-2998,11,0
1599990699911234843,one,1,-2985,11,0
1599990699943274046,one,1,-2978,11,0
1599990700007226517,one,1,-2966,11,0
1599990700071153492,one,1,-2953,11,0
1599990700103232759,one,1,-2946,11,0
1599990700167290640,one,1,-2934,11,0
1599990700199305769,one,1,-2927,11,0
1599990700263154773,one,1,-2914,11,0
1599990700295203316,one,1,-2909,11,0
1599990700359094028,one,1,-2896,11,0
1599990700423188385,one,1,-2883,11,0
1599990700454668125,one,1,-2877,11,0
1599990700519221115,one,1,-2869,9,-7
1599990700551162963,one,1,-2872,3,-6
1599990700614898780,one,1,-2886,-9,-7
1599990700646897786,one,1,-2896,-14,-6
1599990700711087111,one,1,-2917,-20,-4
1599990700743278166,one,1,-2929,-20,-4
1599990700807193933,one,1,-2952,-21,-4
1599990700871270525,one,1,-2976,-22,-4
1599990700902825635,one,1,-2988,-22,-4
1599990700966911435,one,1,-3012,-22,-4
1599990700998877415,one,1,-3024,-22,-3
1599990701062957767,one,1,-3048,-22,-4
1599990701095174776,one,1,-3059,-22,-4
1599990701159076674,one,1,-3083,-22,-4
1599990701223246665,one,1,-3107,-22,-4
1599990701255122350,one,1,-3119,-22,-4
1599990701319044507,one,1,-3144,-22,-4
1599990701351219954,one,1,-3155,-22,-4
1599990701415118492,one,1,-3178,-22,-4
1599990701447026215,one,1,-3190,-22,-4
1599990701511084813,one,1,-3214,-22,-4
1599990701543007440,one,1,-3226,-22,-4
1599990701607169619,one,1,-3251,-22,-4
1599990701670988467,one,1,-3275,-22,-4
1599990701703067202,one,1,-3287,-22,-4
1599990701767019951,one,1,-3311,-22,-4
1599990701799544675,one,1,-3323,-22,-4
1599990701863032960,one,1,-3346,-22,-4
1599990701895133334,one,1,-3358,-22,-4
1599990701959006269,one,1,-3381,-22,-4
1599990702023096707,one,1,-3405,-22,-4
1599990702054935304,one,1,-3417,-22,-4
1599990702119059430,one,1,-3441,-22,-4
1599990702151077647,one,1,-3453,-22,-4
1599990702214980993,one,1,-3476,-22,-4
1599990702246979218,one,1,-3488,-22,-4
1599990702311019403,one,1,-3513,-22,-4
1599990702342993522,one,1,-3525,-22,-4
1599990702406923956,one,1,-3549,-22,-4
1599990702470805804,one,1,-3572,-22,-4
1599990702502975699,one,1,-3585,-22,-4
1599990702567005114,one,1,-3609,-22,-4
1599990702599026822,one,1,-3620,-22,-4
1599990702662839359,one,1,-3644,-22,-4
1599990702694997431,one,1,-3657,-22,-4
1599990702758893183,one,1,-3680,-22,-4
1599990702823009474,one,1,-3704,-22,-4
1599990702854973943,one,1,-3716,-22,-4
1599990702918961327,one,1,-3740,-22,-4
1599990702950943582,one,1,-3751,-22,-4
1599990703014899719,one,1,-3775,-22,-4
1599990703046940061,one,1,-3787,-22,-4
1599990703110848070,one,1,-3811,-22,-4
1599990703175133549,one,1,-3835,-22,-4
1599990703206848556,one,1,-3847,-22,-4
1599990703270945861,one,1,-3871,-22,-4
1599990703302475898,one,1,-3884,-22,-4
1599990703367132592,one,1,-3908,-22,-4
1599990703398881397,one,1,-3919,-22,-4
1599990703462427429,one,1,-3943,-22,-4
1599990703494532541,one,1,-3954,-22,13
1599990703558824729,one,1,-3953,-6,6
1599990703622930803,one,1,-3930,17,2
1599990703654918518,one,1,-3914,25,1
1599990703718899137,one,1,-3877,33,0
1599990703751068768,one,1,-3857,35,0
1599990703814806421,one,1,-3817,38,0
1599990703846743206,one,1,-3797,38,0
1599990703910953227,one,1,-3756,38,0
1599990703974967474,one,1,-3715,39,0
1599990704006970775,one,1,-3694,39,0
1599990704070870027,one,1,-3653,39,0
1599990704102787043,one,1,-3633,39,0
1599990704166784387,one,1,-3591,39,0
1599990704198823832,one,1,-3570,40,0
1599990704262794752,one,1,-3527,40,0
1599990704294864777,one,1,-3506,40,0
1599990704358908726,one,1,-3466,40,0
1599990704422811016,one,1,-3425,40,0
1599990704454808783,one,1,-3405,40,0
1599990704518798475,one,1,-3364,40,0
1599990704550673209,one,1,-3344,40,0
1599990704614875675,one,1,-3303,40,0
1599990704646757984,one,1,-3283,40,0
1599990704710812499,one,1,-3243,40,0
1599990704774749054,one,1,-3202,40,0
1599990704806805085,one,1,-3182,40,0
1599990704870765644,one,1,-3142,40,0
1599990704902844696,one,1,-3121,40,0
1599990704966709694,one,1,-3081,39,0
1599990704998745238,one,1,-3061,39,0
1599990705062771497,one,1,-3020,39,0
1599990705094843568,one,1,-2999,39,0
1599990705158806337,one,1,-2959,39,0
1599990705222778935,one,1,-2919,39,0
1599990705254685433,one,1,-2899,39,0
1599990705318626638,one,1,-2858,39,0
1599990705350206738,one,1,-2838,39,0
1599990705414606109,one,1,-2797,39,0
1599990705446840479,one,1,-2777,39,0
1599990705510740572,one,1,-2736,39,0
1599990705574718675,one,1,-2695,39,0
1599990705606931366,one,1,-2675,39,0
1599990705670702216,one,1,-2634,39,0
1599990705702670608,one,1,-2614,39,0
1599990705766756448,one,1,-2574,39,0
1599990705798697365,one,1,-2553,39,0
1599990705862689487,one,1,-2512,39,0
1599990705894744518,one,1,-2492,39,0
1599990705958674206,one,1,-2450,39,0
1599990706022636249,one,1,-2410,39,0
1599990706054640621,one,1,-2390,39,0
1599990706118701470,one,1,-2349,39,0
1599990706150636481,one,1,-2329,39,0
1599990706214622306,one,1,-2288,39,0
1599990706246717622,one,1,-2267,39,0
1599990706310680351,one,1,-2227,39,0
1599990706374634211,one,1,-2185,39,0
1599990706406794034,one,1,-2164,39,0
1599990706470194405,one,1,-2124,39,0
1599990706502236496,one,1,-2105,39,-8
1599990706567335411,one,1,-2076,31,-4
1599990706598909670,one,1,-2067,24,-3
1599990706662756446,one,1,-2052,15,-1
1599990706694732931,one,1,-2046,13,-1
1599990706758617818,one,1,-2036,10,0
1599990706822486586,one,1,-2025,9,0
1599990706854659184,one,1,-2021,9,0
1599990706918709361,one,1,-2009,9,0
1599990706950493355,one,1,-2005,9,0
1599990707014529513,one,1,-1994,9,0
1599990707046636651,one,1,-1990,9,0
1599990707110814606,one,1,-1980,9,0
1599990707174622258,one,1,-1970,9,0
1599990707206725446,one,1,-1965,9,0
1599990707270502567,one,1,-1954,9,0
1599990707302533869,one,1,-1950,9,0
1599990707366520911,one,1,-1940,9,0
1599990707398476501,one,1,-1935,9,0
1599990707462639291,one,1,-1925,9,0
1599990707494613258,one,1,-1920,9,0
1599990707558636709,one,1,-1909,9,0
1599990707622608977,one,1,-1900,9,0
1599990707654490074,one,1,-1894,9,0
1599990707718581401,one,1,-1885,9,0
1599990707750598829,one,1,-1880,9,0
1599990707814477129,one,1,-1870,9,0
1599990707846416820,one,1,-1865,9,0
1599990707910528988,one,1,-1854,9,0
1599990707974511006,one,1,-1844,9,0
1599990708006425977,one,1,-1839,9,0
1599990708070501306,one,1,-1830,9,0
1599990708102473447,one,1,-1825,9,0
1599990708166632543,one,1,-1814,9,0
1599990708198581786,one,1,-1809,9,0
1599990708262516100,one,1,-1799,9,0
1599990708294628254,one,1,-1794,9,0
1599990708358440259,one,1,-1784,9,0
1599990708422423023,one,1,-1774,9,0
1599990708454455193,one,1,-1769,9,0
1599990708518510463,one,1,-1759,9,0
1599990708550439231,one,1,-1754,9,0
1599990708614819317,one,1,-1744,9,0
1599990708646429360,one,1,-1740,9,0
1599990708710499332,one,1,-1730,9,0
1599990708774452975,one,1,-1720,9,0
1599990708806475495,one,1,-1715,9,0
1599990708870488901,one,1,-1705,9,0
1599990708902396251,one,1,-1700,9,0
1599990708966413629,one,1,-1690,9,0
1599990708998461265,one,1,-1685,9,0
1599990709062530754,one,1,-1675,9,0
1599990709094645466,one,1,-1671,9,0
1599990709158434339,one,1,-1661,9,0
1599990709222463170,one,1,-1651,9,0
1599990709254323722,one,1,-1646,9,0
1599990709318391891,one,1,-1636,9,0
1599990709350430582,one,1,-1630,9,0
1599990709415474831,one,1,-1620,9,0
1599990709445928083,one,1,-1615,9,0
1599990709510403079,one,1,-1605,9,0
1599990709574506799,one,1,-1592,10,0
1599990709606413547,one,1,-1586,11,0
1599990709670455929,one,1,-1572,12,0
1599990709702349899,one,1,-1564,12,0
1599990709766376801,one,1,-1550,12,0
1599990709798365640,one,1,-1544,12,0
1599990709862648992,one,1,-1529,12,0
1599990709894386188,one,1,-1523,12,0
1599990709958431899,one,1,-1509,12,0
1599990710022368928,one,1,-1495,12,0
1599990710054324653,one,1,-1489,12,0
1599990710118397556,one,1,-1475,12,0
1599990710150378198,one,1,-1468,12,0
1599990710214347991,one,1,-1453,12,0
1599990710246304828,one,1,-1447,12,0
1599990710310265361,one,1,-1432,12,0
1599990710374363174,one,1,-1417,12,0
1599990710406284217,one,1,-1410,12,0
1599990710470269453,one,1,-1396,12,0
1599990710502275064,one,1,-1389,12,0
1599990710566297242,one,1,-1375,12,0
1599990710598249517,one,1,-1368,12,0
1599990710662478273,one,1,-1354,12,0
1599990710694277816,one,1,-1347,12,0
1599990710758241384,one,1,-1333,12,0
1599990710822225156,one,1,-1319,12,0
1599990710854123681,one,1,-1311,12,0
1599990710918303011,one,1,-1297,12,0
1599990710950228061,one,1,-1290,12,0
1599990711014334527,one,1,-1276,12,0
1599990711046334360,one,1,-1269,12,0
1599990711110345111,one,1,-1254,12,0
1599990711174221073,one,1,-1240,12,0
1599990711206199848,one,1,-1234,12,0
1599990711270290565,one,1,-1219,12,0
1599990711302302154,one,1,-1212,12,0
1599990711366288452,one,1,-1198,12,0
1599990711398204277,one,1,-1191,12,0
1599990711462261207,one,1,-1178,12,0
1599990711494244983,one,1,-1171,12,0
1599990711558250810,one,1,-1157,12,0
1599990711622159348,one,1,-1143,12,0
1599990711654247057,one,1,-1136,12,0
1599990711718132561,one,1,-1121,12,0
1599990711750153577,one,1,-1114,12,0
1599990711814876733,one,1,-1100,12,0
1599990711846288850,one,1,-1093,12,0
1599990711910141808,one,1,-1079,12,0
1599990711974174134,one,1,-1065,12,0
1599990712006188534,one,1,-1057,12,0
1599990712069647945,one,1,-1043,12,0
1599990712101682361,one,1,-1036,12,0
1599990712166328405,one,1,-1021,12,0
1599990712198310179,one,1,-1014,12,0
1599990712262158419,one,1,-1000,12,0
1599990712294022313,one,1,-993,12,0
1599990712358103427,one,1,-978,12,0
1599990712421746075,one,1,-964,12,0
1599990712453695285,one,1,-957,12,0
1599990712518215595,one,1,-948,10,-7
1599990712549995027,one,1,-950,3,-6
1599990712614086668,one,1,-964,-9,-7
1599990712646141958,one,1,-974,-14,-6
1599990712710082615,one,1,-997,-20,-5
1599990712774324998,one,1,-1022,-22,-3
1599990712806158810,one,1,-1034,-23,-3
1599990712870137609,one,1,-1059,-23,-3
1599990712902074856,one,1,-1071,-23,-3
1599990712966206219,one,1,-1096,-23,-3
1599990712998096409,one,1,-1108,-23,-4
1599990713062187502,one,1,-1134,-23,-3
1599990713094053572,one,1,-1146,-23,-4
1599990713157998904,one,1,-1171,-23,-3
1599990713222165122,one,1,-1195,-23,-3
1599990713253977423,one,1,-1207,-23,-3
1599990713318128922,one,1,-1233,-23,-3
1599990713349979325,one,1,-1245,-23,-3
1599990713414044297,one,1,-1270,-23,-3
1599990713446115183,one,1,-1283,-23,-3
1599990713510050571,one,1,-1308,-23,-3
1599990713574024631,one,1,-1333,-23,-3
1599990713606049467,one,1,-1346,-23,-3
1599990713670009121,one,1,-1371,-23,-3
1599990713701965255,one,1,-1383,-23,-3
1599990713765964379,one,1,-1408,-23,-3
1599990713797964878,one,1,-1420,-23,-3
1599990713862082614,one,1,-1447,-23,-3
1599990713894281905,one,1,-1459,-23,-3
1599990713958107686,one,1,-1484,-23,-3
1599990714022051319,one,1,-1508,-23,-3
1599990714053875559,one,1,-1520,-23,-3
1599990714117971557,one,1,-1545,-23,-3
1599990714149941867,one,1,-1558,-23,-3
1599990714213877667,one,1,-1582,-23,-3
1599990714246010342,one,1,-1595,-23,-3
1599990714310090142,one,1,-1620,-23,-3
1599990714374056073,one,1,-1645,-23,-3
1599990714406058729,one,1,-1658,-23,-3
1599990714469897498,one,1,-1683,-23,-3
1599990714501933080,one,1,-1695,-23,-3
1599990714565986368,one,1,-1720,-23,-3
1599990714597978864,one,1,-1732,-23,-3
1599990714661967458,one,1,-1757,-23,-3
1599990714693944759,one,1,-1769,-23,-3
1599990714757591785,one,1,-1794,-23,-3
1599990714822121451,one,1,-1819,-23,-2
1599990714854105222,one,1,-1833,-23,-3
1599990714918013358,one,1,-1857,-23,-3
1599990714949863482,one,1,-1870,-23,-3
1599990715014422740,one,1,-1895,-23,-3
1599990715045971641,one,1,-1907,-23,-3
1599990715110228724,one,1,-1932,-23,-3
1599990715173970783,one,1,-1957,-23,-3
1599990715205856755,one,1,-1970,-23,-3
1599990715269673283,one,1,-1995,-23,-3
1599990715301540083,one,1,-2007,-23,-3
1599990715365425991,one,1,-2034,-23,-3
1599990715397946101,one,1,-2046,-23,-3
1599990715461417010,one,1,-2071,-23,-3
1599990715493478866,one,1,-2084,-23,0
1599990715557692150,one,1,-2104,-21,0
1599990715621755475,one,1,-2118,-14,-1
1599990715653622437,one,1,-2124,-12,-1
1599990715717599747,one,1,-2136,-11,-1
1599990715749698383,one,1,-2141,-10,-1
1599990715813868443,one,1,-2152,-10,-1
1599990715845651248,one,1,-2157,-10,-1
1599990715909625819,one,1,-2167,-10,-1
1599990715973879709,one,1,-2178,-10,-1
1599990716005814190,one,1,-2184,-10,-2
1599990716069737414,one,1,-2195,-10,-2
1599990716101713819,one,1,-2200,-10,-2
1599990716165854919,one,1,-2212,-10,-2
1599990716197922552,one,1,-2217,-10,-2
1599990716262013753,one,1,-2228,-10,-2
1599990716293652626,one,1,-2233,-10,-2
1599990716357804311,one,1,-2244,-10,-2
1599990716421799073,one,1,-2255,-10,-2
1599990716453748807,one,1,-2260,-10,-2
1599990716517639700,one,1,-2270,-10,-2
1599990716549746849,one,1,-2276,-10,-2
1599990716613689564,one,1,-2286,-10,-2
1599990716646474760,one,1,-2291,-10,-2
1599990716709762413,one,1,-2302,-10,-2
1599990716773744827,one,1,-2312,-10,-2
1599990716805719655,one,1,-2318,-10,-2
1599990716869674890,one,1,-2329,-10,-2
1599990716901604698,one,1,-2334,-10,-2
1599990716965763972,one,1,-2344,-10,-2
1599990716997495530,one,1,-2350,-10,-2
