%time,field.dynamixel_state0.name,field.dynamixel_state0.id,field.dynamixel_state0.present_position,field.dynamixel_state0.present_velocity,field.dynamixel_state0.present_current
1599990691623786910,one,1,-1992,13,-3
1599990691655831610,one,1,-1990,8,-3
1599990691719847846,one,1,-1987,2,-2
1599990691751920023,one,1,-1987,1,-2
1599990691815934708,one,1,-1987,0,-2
1599990691847949386,one,1,-1987,0,-2
1599990691911933096,one,1,-1987,0,-2
1599990691943756422,one,1,-1987,0,-2
1599990692007750009,one,1,-1988,0,-2
1599990692071729993,one,1,-1989,0,0
1599990692103673526,one,1,-1989,0,0
1599990692167708531,one,1,-1991,0,0
1599990692199785776,one,1,-1992,0,0
1599990692263768795,one,1,-1994,0,0
1599990692295845100,one,1,-1995,0,0
1599990692359662227,one,1,-1997,0,0
1599990692423768687,one,1,-1999,0,0
1599990692455870232,one,1,-2000,0,0
1599990692519731760,one,1,-2002,0,0
1599990692551716874,one,1,-2003,0,0
1599990692615769483,one,1,-2004,0,0
1599990692647824347,one,1,-2006,0,0
1599990692711688281,one,1,-2008,0,0
1599990692743687309,one,1,-2009,0,0
1599990692807744339,one,1,-2011,0,0
1599990692871974464,one,1,-2012,0,0
1599990692903700120,one,1,-2013,0,0
1599990692968090245,one,1,-2015,0,0
1599990692999810616,one,1,-2017,0,0
1599990693063735129,one,1,-2019,0,0
1599990693095375788,one,1,-2020,0,0
1599990693159261006,one,1,-2022,0,0
1599990693223462899,one,1,-2024,0,0
1599990693255703096,one,1,-2025,0,0
1599990693319660898,one,1,-2027,0,0
1599990693351633645,one,1,-2028,0,0
1599990693415735590,one,1,-2029,0,0
1599990693447674088,one,1,-2030,0,0
1599990693511652909,one,1,-2032,0,0
1599990693543777994,one,1,-2034,0,0
1599990693607703048,one,1,-2035,0,0
1599990693671846544,one,1,-2037,0,0
1599990693703744469,one,1,-2038,0,0
1599990693767806356,one,1,-2040,0,0
1599990693799685679,one,1,-2041,0,0
1599990693863613343,one,1,-2043,0,0
1599990693895715477,one,1,-2043,0,0
1599990693959727611,one,1,-2045,0,0
1599990694023686642,one,1,-2048,0,0
1599990694055652354,one,1,-2048,0,0
1599990694119673254,one,1,-2050,0,0
1599990694151750799,one,1,-2051,0,0
1599990694215374741,one,1,-2053,0,0
1599990694247402225,one,1,-2054,0,0
1599990694311723963,one,1,-2056,0,0
1599990694343758323,one,1,-2057,0,0
1599990694407677539,one,1,-2058,0,0
1599990694471198759,one,1,-2060,0,0
1599990694503260428,one,1,-2062,0,-10
1599990694567621242,one,1,-2075,-7,-9
1599990694599627937,one,1,-2086,-14,-7
1599990694663588597,one,1,-2113,-23,-4
1599990694695683045,one,1,-2127,-25,-4
1599990694759573384,one,1,-2155,-27,-5
1599990694823665402,one,1,-2185,-28,-4
1599990694855460966,one,1,-2201,-28,-4
1599990694919543135,one,1,-2233,-29,-4
1599990694951609325,one,1,-2248,-29,-4
1599990695015519838,one,1,-2277,-28,-4
1599990695047439307,one,1,-2291,-28,-4
1599990695111674563,one,1,-2322,-28,-4
1599990695143757513,one,1,-2337,-28,-4
1599990695207616496,one,1,-2367,-28,-4
1599990695271595905,one,1,-2397,-28,-4
1599990695303475570,one,1,-2411,-28,-4
1599990695367087502,one,1,-2442,-28,-4
1599990695399454251,one,1,-2456,-28,-4
1599990695463389376,one,1,-2488,-28,-4
1599990695495414783,one,1,-2503,-28,-4
1599990695559581693,one,1,-2532,-28,-4
1599990695623706460,one,1,-2562,-28,-4
1599990695655692264,one,1,-2577,-28,-4
1599990695719279335,one,1,-2607,-28,-4
1599990695751581008,one,1,-2622,-28,-4
1599990695815622990,one,1,-2652,-28,-4
1599990695847361251,one,1,-2667,-28,-4
1599990695911536877,one,1,-2697,-28,-4
1599990695943491380,one,1,-2712,-28,-4
1599990696007269063,one,1,-2742,-28,-4
1599990696071255937,one,1,-2771,-28,-4
1599990696103414184,one,1,-2787,-28,-4
1599990696167353643,one,1,-2816,-28,-4
1599990696199521882,one,1,-2831,-28,-4
1599990696263492551,one,1,-2861,-28,-4
1599990696295408893,one,1,-2876,-28,-4
1599990696359343087,one,1,-2906,-28,-4
1599990696423492542,one,1,-2935,-28,-4
1599990696455420691,one,1,-2950,-28,-4
1599990696519441912,one,1,-2979,-28,-4
1599990696552175789,one,1,-2995,-28,-4
1599990696615477547,one,1,-3025,-28,-4
1599990696647305095,one,1,-3040,-28,-4
1599990696711377878,one,1,-3070,-28,-4
1599990696743537348,one,1,-3085,-28,-4
1599990696807317705,one,1,-3116,-28,-4
1599990696871433173,one,1,-3146,-28,-4
1599990696903617008,one,1,-3161,-28,-4
1599990696967458732,one,1,-3190,-28,-4
1599990696999402471,one,1,-3206,-28,-4
1599990697063285763,one,1,-3237,-29,-4
