1599402206808192284,one,1,-2035,0,-34
1599402206839900494,one,1,-2049,-5,-30
1599402206903848940,one,1,-2111,-48,-22
1599402206935840603,one,1,-2150,-66,-20
1599402206999782286,one,1,-2242,-85,-17
1599402207031739595,one,1,-2290,-90,-16
1599402207095882315,one,1,-2389,-96,-14
1599402207159737731,one,1,-2490,-97,-14
1599402207191757883,one,1,-2540,-98,-14
1599402207255832633,one,1,-2640,-99,-13
1599402207287833966,one,1,-2691,-99,-14
1599402207351805548,one,1,-2792,-99,-14
1599402207383748777,one,1,-2843,-99,-14
1599402207447964349,one,1,-2943,-100,-14
1599402207479748377,one,1,-2994,-100,-14
1599402207543808015,one,1,-3095,-100,-13
1599402207607841608,one,1,-3196,-100,-12
1599402207639843072,one,1,-3247,-100,-14
1599402207703661174,one,1,-3347,-100,-13
1599402207735857221,one,1,-3397,-99,-14
1599402207799754143,one,1,-3497,-99,-14
1599402207831927173,one,1,-3547,-99,-13
1599402207895867486,one,1,-3647,-99,-14
1599402207959870309,one,1,-3747,-99,-14
1599402207991805828,one,1,-3798,-99,-14
1599402208055856592,one,1,-3899,-99,-14
1599402208087837098,one,1,-3949,-99,-14
1599402208151756633,one,1,-4051,-100,-14
1599402208183707749,one,1,-4102,-100,-13
1599402208247868994,one,1,-4205,-100,-14
1599402208279933111,one,1,-4256,-100,-13
1599402208343947290,one,1,-4356,-100,-14
1599402208407712105,one,1,-4456,-99,-15
1599402208439763620,one,1,-4506,-99,-14
1599402208503671875,one,1,-4607,-99,-14
1599402208535889413,one,1,-4658,-99,-14
1599402208599673309,one,1,-4758,-99,-14
1599402208631667150,one,1,-4808,-99,-14
1599402208695668247,one,1,-4907,-99,-15
1599402208759855427,one,1,-5007,-99,-14
1599402208791705073,one,1,-5057,-99,-15
1599402208856059270,one,1,-5160,-100,-14
1599402208887785940,one,1,-5210,-100,-14
1599402208951734737,one,1,-5311,-100,-15
1599402208983680419,one,1,-5362,-100,-14
1599402209047654998,one,1,-5463,-100,-14
1599402209079759302,one,1,-5512,-99,-15
1599402209143806019,one,1,-5613,-98,-14
1599402209207653886,one,1,-5713,-98,-15
1599402209239672113,one,1,-5765,-98,-15
1599402209303683619,one,1,-5866,-98,-14
1599402209335996281,one,1,-5916,-99,-15
1599402209399704165,one,1,-6018,-99,-14
1599402209431693693,one,1,-6068,-99,-15
1599402209495708793,one,1,-6172,-100,-15
1599402209559878035,one,1,-6272,-100,-14
1599402209591784734,one,1,-6325,-100,-14
1599402209655776638,one,1,-6426,-100,-14
1599402209687596745,one,1,-6477,-100,-12
1599402209751562453,one,1,-6578,-100,-13
1599402209783217059,one,1,-6629,-100,-13
1599402209847775493,one,1,-6729,-100,-13
1599402209879734058,one,1,-6780,-100,-13
1599402209943929236,one,1,-6880,-100,-14
1599402210007759518,one,1,-6981,-99,-14
1599402210039780720,one,1,-7031,-99,-13
1599402210103843523,one,1,-7130,-99,-13
1599402210135785834,one,1,-7181,-99,-13
1599402210199965960,one,1,-7283,-100,-13
1599402210232057620,one,1,-7334,-100,-13
1599402210295762441,one,1,-7435,-100,-13
1599402210359481572,one,1,-7537,-100,-13
1599402210391688598,one,1,-7587,-100,-14
1599402210458589727,one,1,-7687,-99,-14
1599402210487210237,one,1,-7737,-99,-14
1599402210551376395,one,1,-7837,-99,-15
1599402210583701672,one,1,-7886,-99,-13
1599402210647808044,one,1,-7988,-99,-14
1599402210679914891,one,1,-8037,-99,-14
1599402210743741452,one,1,-8138,-99,-14
1599402210807675802,one,1,-8242,-99,-14
1599402210839722116,one,1,-8293,-100,-13
1599402210903644231,one,1,-8395,-100,-14
1599402210935686842,one,1,-8446,-100,-13
1599402210999592225,one,1,-8545,-100,-14
1599402211031799648,one,1,-8596,-100,-14
1599402211095793072,one,1,-8696,-100,-14
1599402211159859248,one,1,-8798,-100,-14
1599402211191778776,one,1,-8848,-100,-14
1599402211255908782,one,1,-8948,-99,-14
1599402211288192821,one,1,-8997,-99,-15
1599402211351828504,one,1,-9097,-99,-15
1599402211383643756,one,1,-9147,-99,-14
1599402211447665771,one,1,-9248,-99,-14
1599402211479871858,one,1,-9300,-99,-15
1599402211543782595,one,1,-9400,-100,-14
1599402211607974782,one,1,-9501,-100,-15
1599402211639658747,one,1,-9553,-100,-15
1599402211703739196,one,1,-9653,-99,-15
1599402211735769778,one,1,-9704,-99,-15
1599402211799633336,one,1,-9805,-99,-14
1599402211831983147,one,1,-9856,-99,-14
1599402211895842752,one,1,-9957,-99,-14
1599402211959734843,one,1,-10058,-99,-15
1599402211991664715,one,1,-10108,-99,-15
1599402212055783100,one,1,-10210,-99,-14
1599402212087607484,one,1,-10261,-99,-15
1599402212151747468,one,1,-10362,-100,-14
1599402212183715003,one,1,-10414,-100,-14
1599402212247734141,one,1,-10516,-100,-13
1599402212279620577,one,1,-10566,-100,-13
1599402212343761559,one,1,-10669,-100,-13
1599402212407578442,one,1,-10770,-100,-13
1599402212439654460,one,1,-10820,-100,-13
1599402212503713571,one,1,-10921,-100,-13
1599402212535820174,one,1,-10971,-100,-13
1599402212599630927,one,1,-11072,-99,-13
1599402212631524251,one,1,-11121,-99,-14
1599402212695574100,one,1,-11221,-99,-13
1599402212759630585,one,1,-11323,-99,-13
1599402212791710858,one,1,-11373,-99,-13
1599402212855718576,one,1,-11475,-100,-13
1599402212887564101,one,1,-11526,-100,-13
1599402212951688528,one,1,-11627,-100,-13
1599402212983540683,one,1,-11677,-100,-13
1599402213047610394,one,1,-11778,-100,-13
1599402213079798901,one,1,-11829,-100,-13
1599402213143714464,one,1,-11930,-100,-13
1599402213207547728,one,1,-12029,-100,-13
1599402213239674830,one,1,-12080,-99,-13
1599402213303636676,one,1,-12179,-99,-14
1599402213335828223,one,1,-12229,-99,-14
1599402213399637587,one,1,-12332,-99,-13
1599402213431624023,one,1,-12383,-99,-14
1599402213495833861,one,1,-12485,-99,-14
1599402213559790286,one,1,-12586,-100,-14
1599402213591620108,one,1,-12636,-100,-14
1599402213655720061,one,1,-12737,-100,-14
1599402213687827619,one,1,-12788,-100,-13
1599402213751789441,one,1,-12889,-100,-14
1599402213783780498,one,1,-12940,-100,-14
1599402213847734180,one,1,-13040,-99,-14
1599402213879672595,one,1,-13090,-99,-14
1599402213943670259,one,1,-13188,-99,-14
1599402214007512040,one,1,-13288,-99,-15
1599402214039490535,one,1,-13339,-99,-14
1599402214103549158,one,1,-13441,-99,-14
1599402214135655344,one,1,-13490,-99,-14
1599402214199718885,one,1,-13591,-99,-14
1599402214231645046,one,1,-13643,-99,-14
1599402214295561325,one,1,-13744,-99,-14
1599402214359698175,one,1,-13845,-99,-15
1599402214391535979,one,1,-13896,-99,-14
1599402214455448019,one,1,-13998,-99,-14
1599402214487471821,one,1,-14048,-99,-14
1599402214551597037,one,1,-14150,-99,-14
1599402214583621782,one,1,-14200,-99,-15
1599402214647655929,one,1,-14301,-99,-14
1599402214679545863,one,1,-14352,-99,-14
1599402214743775068,one,1,-14451,-99,-15
1599402214807522731,one,1,-14553,-99,-14
