1601198913710601816,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198913822415541,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198913934388049,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914046510090,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914158615686,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914270594562,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914382527752,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914494327456,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914606490381,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914718431989,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914830732310,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198914942133782,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915054030525,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915166478961,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915278448520,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915390133802,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915502038559,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
1601198915614083357,first,1,1170,0,0,fourth,4,1670,0,0,second,2,3186,0,0,third,3,3166,0,0,zero,0,1986,0,0
