1586663185592830405,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663185720723417,first,1,1981,0,0,second,2,1997,0,0,zero,0,2064,0,0
1586663185784696243,first,1,1980,0,0,second,2,1997,0,0,zero,0,2063,0,-1
1586663185912754141,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663186040962566,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186104508955,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663186232583236,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186296938327,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186424939760,first,1,1980,0,0,second,2,1997,0,0,zero,0,2063,0,-1
1586663186488778944,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186616750025,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186745010011,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186808802648,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663186936830945,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187000800294,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187129003531,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187192892507,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187320944482,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187385005252,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187512852975,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663187640767544,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187704909697,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187832777317,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663187896670913,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188025028252,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663188088668812,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188216624693,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663188344835351,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188408799586,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188536647334,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188600756654,first,1,1981,0,0,second,2,1996,0,1,zero,0,2063,0,0
1586663188729079668,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663188792182162,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663188920170925,first,1,1981,0,0,second,2,1996,0,0,zero,0,2064,0,0
1586663188984079927,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,-1
1586663189112129085,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663189240072897,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663189304046610,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663189432147906,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663189496071755,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663189624053066,first,1,1981,0,0,second,2,1997,0,-1,zero,0,2063,0,0
1586663189688072666,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663189816053269,first,1,1981,0,0,second,2,1996,0,1,zero,0,2063,0,0
1586663189944547411,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663190008458200,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190136451929,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190200477677,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190328465485,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190392435355,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190520404152,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190584603252,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190712525007,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190840597344,first,1,1981,0,0,second,2,1996,0,0,zero,0,2063,0,0
1586663190984393906,first,1,1981,0,0,second,2,1997,0,0,zero,0,2063,0,0
1586663191048991722,first,1,1981,0,0,second,2,1997,0,0,zero,0,2064,0,0
1586663191112796153,first,1,1988,2,11,second,2,2003,4,7,zero,0,2064,0,-1
1586663191240843110,first,1,2056,33,12,second,2,2067,35,12,zero,0,2064,0,0
1586663191304919337,first,1,2100,46,6,second,2,2112,44,5,zero,0,2064,0,0
1586663191433052868,first,1,2156,30,4,second,2,2174,38,4,zero,0,2064,0,0
1586663191496944955,first,1,2203,42,11,second,2,2225,48,11,zero,0,2065,0,1
1586663191624947946,first,1,2270,23,6,second,2,2299,23,6,zero,0,2071,0,4
1586663191688826125,first,1,2303,28,1,second,2,2333,30,1,zero,0,2080,6,1
1586663191816930992,first,1,2378,39,-5,second,2,2404,35,-7,zero,0,2107,14,1
1586663191944900153,first,1,2409,16,1,second,2,2440,19,2,zero,0,2137,14,0
1586663192008837450,first,1,2415,5,5,second,2,2449,8,4,zero,0,2140,2,5
1586663192136887108,first,1,2461,23,5,second,2,2491,20,3,zero,0,2174,17,5
1586663192200925029,first,1,2488,29,2,second,2,2516,23,3,zero,0,2199,24,1
1586663192328777523,first,1,2499,4,0,second,2,2521,0,0,zero,0,2239,18,-3
1586663192392779071,first,1,2503,0,3,second,2,2527,3,2,zero,0,2242,2,2
1586663192520830475,first,1,2530,12,1,second,2,2558,14,1,zero,0,2269,13,6
1586663192584916542,first,1,2539,10,0,second,2,2569,11,0,zero,0,2291,18,1
1586663192712853206,first,1,2541,0,0,second,2,2569,0,0,zero,0,2321,13,0
1586663192840802207,first,1,2544,0,0,second,2,2571,0,0,zero,0,2330,4,1
1586663192904869252,first,1,2546,0,0,second,2,2571,0,0,zero,0,2338,6,1
1586663193032826156,first,1,2549,0,0,second,2,2573,0,0,zero,0,2345,0,0
1586663193096814626,first,1,2551,0,0,second,2,2573,0,0,zero,0,2346,0,0
1586663193224763460,first,1,2554,0,0,second,2,2573,0,0,zero,0,2349,0,0
1586663193288909862,first,1,2555,0,0,second,2,2573,0,0,zero,0,2350,0,0
1586663193416800965,first,1,2555,0,0,second,2,2573,0,0,zero,0,2353,0,0
1586663193544872053,first,1,2555,0,0,second,2,2573,0,0,zero,0,2354,0,-3
1586663193608784108,first,1,2555,0,0,second,2,2573,0,0,zero,0,2354,0,-1
1586663193736017687,first,1,2555,0,0,second,2,2574,0,0,zero,0,2341,-7,-1
1586663193799995072,first,1,2555,0,-2,second,2,2573,0,-2,zero,0,2334,-6,-4
1586663193928732364,first,1,2553,0,-2,second,2,2573,0,-3,zero,0,2308,-11,-5
1586663193992730253,first,1,2545,-4,-1,second,2,2573,0,0,zero,0,2296,-12,-1
1586663194120732799,first,1,2520,-11,-1,second,2,2562,-6,-1,zero,0,2271,-12,-1
1586663194184744421,first,1,2508,-11,-3,second,2,2552,-8,-3,zero,0,2258,-12,-6
1586663194312798449,first,1,2483,-11,-4,second,2,2526,-11,-6,zero,0,2229,-13,-5
1586663194440597383,first,1,2455,-11,-6,second,2,2496,-12,-8,zero,0,2201,-13,-6
1586663194504727367,first,1,2437,-16,-1,second,2,2478,-16,-2,zero,0,2184,-14,-3
1586663194632733207,first,1,2397,-20,-2,second,2,2432,-24,-2,zero,0,2151,-15,-3
1586663194696644683,first,1,2377,-19,-9,second,2,2403,-25,-9,zero,0,2137,-13,-3
1586663194824658964,first,1,2322,-25,-9,second,2,2341,-28,-11,zero,0,2109,-12,-3
1586663194888632926,first,1,2288,-31,-2,second,2,2305,-34,-3,zero,0,2098,-11,-1
1586663195016796512,first,1,2217,-36,-2,second,2,2230,-38,-4,zero,0,2080,-9,-1
1586663195144544186,first,1,2141,-39,-2,second,2,2150,-42,-2,zero,0,2072,-3,-1
1586663195208723337,first,1,2104,-35,-12,second,2,2108,-39,-16,zero,0,2069,-2,-1
1586663195336872437,first,1,2022,-37,-16,second,2,2010,-45,-16,zero,0,2065,-1,0
1586663195400649989,first,1,1977,-43,-4,second,2,1957,-53,-3,zero,0,2066,0,0
1586663195528667124,first,1,1890,-46,-4,second,2,1848,-57,-4,zero,0,2067,0,0
1586663195592557491,first,1,1846,-41,-17,second,2,1794,-53,-16,zero,0,2071,1,2
1586663195720710162,first,1,1752,-42,-17,second,2,1682,-51,-14,zero,0,2079,0,5
1586663195784613853,first,1,1702,-49,-5,second,2,1622,-59,-3,zero,0,2089,9,2
1586663195912693091,first,1,1605,-49,-3,second,2,1509,-59,-2,zero,0,2125,18,1
1586663196040657935,first,1,1512,-48,-5,second,2,1398,-58,-2,zero,0,2159,15,0
1586663196104642268,first,1,1467,-43,-17,second,2,1346,-51,-16,zero,0,2162,2,3
1586663196232622992,first,1,1376,-41,-13,second,2,1288,-14,-16,zero,0,2191,14,4
1586663196296541014,first,1,1329,-45,-2,second,2,1254,-32,-6,zero,0,2211,19,1
1586663196424560592,first,1,1246,-42,-4,second,2,1155,-54,-4,zero,0,2247,16,1
1586663196488695167,first,1,1208,-37,-11,second,2,1099,-54,-12,zero,0,2250,2,3
1586663196616649265,first,1,1135,-33,-8,second,2,998,-46,-8,zero,0,2278,14,5
1586663196744601706,first,1,1073,-28,-7,second,2,961,-4,-7,zero,0,2316,17,2
1586663196808613146,first,1,1047,-26,-1,second,2,945,-13,-5,zero,0,2328,12,0
1586663196936612347,first,1,1013,-16,-1,second,2,897,-25,-4,zero,0,2336,3,1
1586663197000628767,first,1,998,-14,-3,second,2,870,-26,-5,zero,0,2343,5,2
1586663197128514578,first,1,976,-10,-1,second,2,830,-15,-1,zero,0,2349,0,0
1586663197192586666,first,1,966,-10,-1,second,2,825,-5,0,zero,0,2350,0,0
1586663197320566551,first,1,961,0,0,second,2,825,0,0,zero,0,2353,0,0
1586663197384576421,first,1,964,0,2,second,2,826,0,0,zero,0,2354,0,0
1586663197512510474,first,1,974,1,3,second,2,832,2,5,zero,0,2355,0,-2
1586663197640532521,first,1,1006,14,5,second,2,873,21,7,zero,0,2351,0,-1
1586663197704557893,first,1,1026,22,1,second,2,900,27,6,zero,0,2345,-4,-1
1586663197832619957,first,1,1060,19,1,second,2,950,30,1,zero,0,2328,-8,-1
1586663197896425329,first,1,1094,28,10,second,2,993,40,10,zero,0,2318,-7,-4
1586663198024457501,first,1,1147,17,10,second,2,1062,23,9,zero,0,2297,-8,-5
1586663198088433133,first,1,1181,28,2,second,2,1103,39,3,zero,0,2284,-11,-1
1586663198216499386,first,1,1274,50,6,second,2,1209,55,8,zero,0,2255,-13,-1
1586663198344548457,first,1,1339,36,4,second,2,1286,46,2,zero,0,2226,-13,-3
1586663198408408594,first,1,1393,47,14,second,2,1345,56,14,zero,0,2213,-12,-5
1586663198536538167,first,1,1476,29,14,second,2,1442,33,13,zero,0,2185,-12,-5
1586663198600472763,first,1,1523,41,6,second,2,1494,51,3,zero,0,2169,-14,-2
1586663198728511556,first,1,1642,64,3,second,2,1628,70,20,zero,0,2135,-15,-1
1586663198792435947,first,1,1671,32,12,second,2,1666,37,11,zero,0,2121,-13,-2
1586663198920449887,first,1,1778,53,17,second,2,1785,62,14,zero,0,2101,-7,-5
1586663198984581844,first,1,1840,65,20,second,2,1853,69,13,zero,0,2090,-9,-1
1586663199112429302,first,1,1915,39,4,second,2,1929,40,4,zero,0,2074,-7,-1
1586663199240456916,first,1,2026,60,9,second,2,2001,47,7,zero,0,2068,-2,-1
1586663199304363536,first,1,2051,28,9,second,2,2065,61,13,zero,0,2066,-1,0
1586663199432484008,first,1,2139,43,11,second,2,2166,33,6,zero,0,2066,0,0
1586663199496402971,first,1,2188,52,12,second,2,2209,40,1,zero,0,2066,0,0
1586663199624549030,first,1,2242,28,2,second,2,2302,47,9,zero,0,2072,3,0
1586663199688362208,first,1,2287,39,10,second,2,2326,21,3,zero,0,2076,1,4
1586663199816328368,first,1,2346,20,5,second,2,2364,12,7,zero,0,2102,12,5
