1586156299945135855,1,2,0,2048,2048,2048
1586156300009109602,1,2,0,2048,2048,2048
1586156300136937323,1,2,0,2048,2048,2048
1586156300201689945,1,2,0,2048,2048,2048
1586156300328488829,1,2,0,2048,2048,2048
1586156300456939811,1,2,0,2048,2048,2048
1586156300520709249,1,2,0,2048,2048,2048
1586156300648663629,1,2,0,2048,2048,2048
1586156300712780007,1,2,0,2048,2048,2048
1586156300840644490,1,2,0,2048,2048,2048
1586156300904667343,1,2,0,2048,2048,2048
1586156301032468883,1,2,0,2048,2048,2048
1586156301096459206,1,2,0,2048,2048,2048
1586156301224340935,1,2,0,2048,2048,2048
1586156301352271972,1,2,0,2048,2048,2048
1586156301416403629,1,2,0,2048,2048,2048
1586156301544292002,1,2,0,2048,2048,2048
1586156301608250557,1,2,0,2048,2048,2048
1586156301736139046,1,2,0,2048,2048,2048
1586156301800116190,1,2,0,2048,2048,2048
1586156301928102929,1,2,0,2048,2048,2048
1586156302056084196,1,2,0,2048,2048,2048
1586156302120198498,1,2,0,2048,2048,2048
1586156302247393849,1,2,0,2048,2048,2048
1586156302311329081,1,2,0,2048,2048,2048
1586156302439277544,1,2,0,2048,2048,2048
1586156302503235519,1,2,0,2048,2048,2048
1586156302631163997,1,2,0,2048,2048,2048
1586156302695113402,1,2,0,2048,2048,2048
1586156302823050598,1,2,0,2048,2048,2048
1586156302951006101,1,2,0,2048,2048,2048
1586156303014918333,1,2,0,2048,2048,2048
1586156303142900324,1,2,0,2048,2048,2048
1586156303206894115,1,2,0,2048,2048,2048
1586156303335415934,1,2,0,2048,2048,2048
1586156303399410776,1,2,0,2048,2048,2048
1586156303527241297,1,2,0,2048,2048,2048
1586156303655279685,1,2,0,2048,2048,2048
1586156303719292013,1,2,0,2048,2048,2048
1586156303847173471,1,2,0,2048,2048,2048
1586156303911200932,1,2,0,2048,2048,2048
1586156304039147243,1,2,0,2048,2048,2048
1586156304103093368,1,2,0,2048,2048,2048
1586156304292614922,1,2,0,2048,2048,2048
1586156304359036355,1,2,0,2081,2085,2076
1586156304423243443,1,2,0,2080,2084,2075
1586156304551172386,1,2,0,2080,2084,2075
1586156304615059982,1,2,0,2079,2083,2074
1586156304743027553,1,2,0,2076,2079,2071
1586156304806895744,1,2,0,2074,2077,2070
1586156304934869879,1,2,0,2068,2071,2065
1586156304999022687,1,2,0,2065,2068,2063
1586156305126648340,1,2,0,2060,2061,2058
1586156305254740913,1,2,0,2054,2055,2053
1586156305318635336,1,2,0,2052,2053,2052
1586156305446571209,1,2,0,2049,2049,2049
1586156305510733073,1,2,0,2048,2048,2048
1586156305638517996,1,2,0,2048,2048,2048
1586156305702466039,1,2,0,2048,2048,2048
1586156305830534401,1,2,0,2064,2066,2048
1586156305958349234,1,2,0,2080,2084,2049
1586156306022469736,1,2,0,2080,2084,2049
1586156306150345430,1,2,0,2097,2102,2050
1586156306214185702,1,2,0,2112,2119,2051
1586156306342141583,1,2,0,2128,2136,2052
1586156306406086508,1,2,0,2128,2136,2052
1586156306533315523,1,2,0,2143,2153,2054
1586156306597741504,1,2,0,2159,2169,2056
1586156306726035414,1,2,0,2173,2185,2059
1586156306854003444,1,2,0,2188,2201,2061
1586156306917947157,1,2,0,2188,2201,2061
1586156307045796294,1,2,0,2202,2217,2064
1586156307109750368,1,2,0,2216,2232,2068
1586156307237822027,1,2,0,2230,2247,2071
1586156307301781228,1,2,0,2230,2247,2071
1586156307429612751,1,2,0,2244,2262,2075
1586156307557552268,1,2,0,2257,2276,2079
1586156307621585162,1,2,0,2270,2290,2083
1586156307749661287,1,2,0,2283,2304,2088
1586156307813458707,1,2,0,2283,2304,2088
1586156307941335851,1,2,0,2296,2317,2093
1586156308005560226,1,2,0,2308,2330,2098
1586156308133541286,1,2,0,2320,2343,2103
1586156308197601758,1,2,0,2320,2343,2103
1586156308325214364,1,2,0,2332,2355,2109
1586156308452784381,1,2,0,2343,2367,2115
1586156308517133135,1,2,0,2354,2379,2121
1586156308645241313,1,2,0,2365,2390,2127
1586156308709248016,1,2,0,2365,2390,2127
1586156308837066295,1,2,0,2376,2401,2134
1586156308901057841,1,2,0,2386,2412,2140
1586156309029021903,1,2,0,2396,2422,2148
1586156309156926881,1,2,0,2406,2432,2155
1586156309220877358,1,2,0,2406,2432,2155
1586156309349228278,1,2,0,2415,2442,2162
1586156309412815115,1,2,0,2425,2451,2170
1586156309540869771,1,2,0,2434,2460,2178
1586156309604762828,1,2,0,2434,2460,2178
1586156309732885619,1,2,0,2442,2469,2187
1586156309796575134,1,2,0,2451,2477,2195
1586156309924615074,1,2,0,2459,2485,2204
1586156310052606310,1,2,0,2467,2493,2213
1586156310116455748,1,2,0,2467,2493,2213
1586156310244414181,1,2,0,2474,2500,2222
1586156310308639401,1,2,0,2482,2507,2231
1586156310436066768,1,2,0,2489,2514,2241
1586156310500043301,1,2,0,2489,2514,2241
1586156310628098451,1,2,0,2495,2520,2250
1586156310755980786,1,2,0,2502,2526,2260
1586156310819943084,1,2,0,2508,2532,2271
