1586433373829626660,first,1,2143,0,-2,second,2,2148,0,0,zero,0,2154,0,0
1586433373893370803,first,1,2143,0,-2,second,2,2148,0,0,zero,0,2155,0,0
1586433374021653268,first,1,2143,0,-2,second,2,2149,0,0,zero,0,2158,0,0
1586433374149274692,first,1,2142,0,-2,second,2,2149,0,0,zero,0,2160,0,0
1586433374213706337,first,1,2143,0,0,second,2,2149,0,0,zero,0,2162,0,-1
1586433374341335156,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433374405320685,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433374532998043,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2162,0,-1
1586433374597191684,first,1,2143,0,-1,second,2,2149,0,0,zero,0,2161,0,0
1586433374725582857,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433374789430914,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433374917491634,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433375045786486,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433375109413283,first,1,2143,0,-1,second,2,2149,0,0,zero,0,2162,0,-1
1586433375237524993,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2161,0,-1
1586433375301427773,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433375429500182,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2161,0,-1
1586433375493501118,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2161,0,-1
1586433375621476593,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433375749551374,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2161,0,-1
1586433375813545249,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433375940897593,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433376004977282,first,1,2143,0,0,second,2,2148,0,0,zero,0,2161,0,-1
1586433376132966674,first,1,2143,0,-1,second,2,2148,0,0,zero,0,2160,0,-1
1586433376196952829,first,1,2143,0,0,second,2,2148,0,0,zero,0,2158,0,0
1586433376324988049,first,1,2143,0,0,second,2,2148,0,0,zero,0,2157,0,0
1586433376388939439,first,1,2143,0,0,second,2,2148,0,0,zero,0,2157,0,-1
1586433376516929074,first,1,2143,0,0,second,2,2148,0,0,zero,0,2157,0,4
1586433376644908843,first,1,2143,0,0,second,2,2148,0,0,zero,0,2155,0,-7
1586433376708916195,first,1,2143,0,0,second,2,2148,0,0,zero,0,2154,0,-1
1586433376836976469,first,1,2143,0,0,second,2,2148,0,0,zero,0,2153,0,-1
1586433376900942006,first,1,2143,0,0,second,2,2148,0,0,zero,0,2153,0,-1
