1597646781758519312,first,1,3821,0,-5,fourth,4,700,0,-5,second,2,2331,0,-6,third,3,1116,0,-7,zero,0,1743,0,-6
1597646781870534824,first,1,3821,0,-5,fourth,4,700,0,-4,second,2,2331,0,-6,third,3,1116,0,-7,zero,0,1743,0,-6
1597646781982363474,first,1,3821,0,-5,fourth,4,700,0,-5,second,2,2331,0,-5,third,3,1116,0,-7,zero,0,1743,0,-6
1597646782094350830,first,1,3821,0,-5,fourth,4,700,0,-5,second,2,2331,0,-6,third,3,1116,0,-6,zero,0,1743,0,-6
1597646782206792307,first,1,3821,0,-6,fourth,4,700,0,-7,second,2,2331,0,-6,third,3,1116,0,-4,zero,0,1742,0,-6
1597646782318327851,first,1,3821,0,-6,fourth,4,700,0,-5,second,2,2331,0,-5,third,3,1116,0,-5,zero,0,1742,0,-4
1597646782430431918,first,1,3821,0,-6,fourth,4,700,0,-6,second,2,2331,0,-5,third,3,1116,0,-6,zero,0,1742,0,-5
1597646782542368437,first,1,3821,0,-5,fourth,4,700,0,-5,second,2,2331,0,-5,third,3,1116,0,-6,zero,0,1742,0,-5
1597646782654621481,first,1,3821,0,-6,fourth,4,700,0,-6,second,2,2331,0,-6,third,3,1116,0,-5,zero,0,1742,0,-4
1597646782766534789,first,1,3820,0,-5,fourth,4,700,0,-6,second,2,2331,0,-5,third,3,1116,0,-4,zero,0,1742,0,-6
1597646782878387397,first,1,3821,0,-5,fourth,4,700,0,-6,second,2,2331,0,-6,third,3,1116,0,-7,zero,0,1742,0,-5
1597646782990231890,first,1,3821,0,-4,fourth,4,700,0,-5,second,2,2331,0,-7,third,3,1116,0,-7,zero,0,1742,0,-4
1597646783102237621,first,1,3820,0,-5,fourth,4,700,0,-6,second,2,2331,0,-4,third,3,1116,0,-4,zero,0,1742,0,-7
1597646783214434074,first,1,3820,0,-5,fourth,4,700,0,-6,second,2,2331,0,-5,third,3,1116,0,-6,zero,0,1742,0,-6
1597646783326270893,first,1,3820,0,-5,fourth,4,700,0,-4,second,2,2331,0,-6,third,3,1116,0,-5,zero,0,1742,0,-6
1597646783438431790,first,1,3821,0,-6,fourth,4,700,0,-7,second,2,2331,0,-5,third,3,1116,0,-6,zero,0,1742,0,-7
1597646783550440437,first,1,3821,0,-6,fourth,4,700,0,-5,second,2,2331,0,-6,third,3,1116,0,-5,zero,0,1741,0,-5
1597646783661668647,first,1,3821,0,-6,fourth,4,700,0,-6,second,2,2331,0,-5,third,3,1116,0,-6,zero,0,1741,0,-5
